id,conversation_id,proc_text,gpt4_int,gpt4o_int
35851,131,student: it's right using? but the internet at first )  teacher: definitely! and in some cases everything = all tell me all you know! tell me everything you know!,4,3
35852,131,student: i see ok  teacher: but 'everything' refers to 'things' more. i like to buy everything in advance,2,2
35853,131,"student: so we can use all as a pronoun if after it we have like description  teacher: yes, like 'all you need'",2,2
35854,131,"student: can i use all i like to buy is new clothes, for example?  teacher: yes, correct! you can't use everything there this is about all vs. every but that's easy, all singular",2,3
35855,131,student: thank you i will check it  teacher: sorry if it's confusing with all and everything! i can think of examples but it's hard to formulate a rule because sometimes they are the same and sometimes not :),3,2
35856,131,"student: sure as usual with the rules ))  teacher: yes, very often! let's go back to our difficult client who doesn't like grammar for a moment :) what's another word for an individual class?",3,3
35857,131,student: one-to-one )  teacher: yes! and if it's not online but is actually in a real classroom,3,2
35858,131,student: face-to-face )  teacher: well done!,3,1
35859,131,"student: good girl like <another teacher> told )  teacher: exactly))) i do wonder how he's doing now)) oh, and a few classes together can be a bundle / set of classes",2,2
35860,131,student: me too. i like him  teacher: i agree with <another student>!,2,1
35861,131,"student: i will tell to her )  teacher: or you can always say 'a course', of course a 25-hour course, for example",3,2
35862,131,"student: oh, it's a good option! tell to? or say to?  teacher: tell someone / say good girl as <another teacher> said",3,3
35863,131,"student: no to?  teacher: you can use say to, as in <another teacher> said to me that ....",3,2
35864,131,"student: ah, ok!  teacher: or: he told me that (no to)",2,2
35865,131,"student: clear!  teacher: you have to use an object with 'tell', but you can use 'say' with or without an object",2,3
35866,131,student: shame on me ) how many times i've checked ir it  teacher: no shame! it's a shame-free class),3,2
35867,131,"student: i check and forget every time )  teacher: a very quick look at your writing from the last time! you were well prepared for the question about no grammar :) dear <teacher>, thank you for your question. we completely understand you, so we need to make you sure that our teaching method is about communication - it's communicative method all our teachers use it for making students communicate easily. on our lesson you will speak a lot and to learn some words and expressions which are really very useful in your usual life here in ukraine at the same time you will learn some grammar basics and letters, but we are sure that it will be fun because of our method of teaching and our experienced teachers",3,1
35868,131,student: aha  teacher: i have a bit of a problem with 'we need to make sure' it sounds like it's something you've decided you need to do in the future rather than something you're already offering your clients,3,2
35869,131,student: ah  teacher: i would suggest 'let me assure you',3,1
35870,131,"student: should i use different expression? assure? ah, i see  teacher: let me assure you that our teaching method is all about communication",3,2
35871,131,student: make someone sure  teacher: let me assure you = let me show why you don't need to worry about it yes!,3,2
35872,131,"student: so need is more about future? because in russian it's ok to use it to use it in this case  teacher: well, if i say, i need to buy an advent calendar, it's nearly december",3,3
35873,131,"student: clear! thank you  teacher: it's present simple, but i'm talking about something i'm planning to do we need to use the communicative method' sounds like we aren't using it at the moment :)",3,2
35874,131,"student: aha, i see  teacher: then i would change 'make students communicate' to 'help students communicate'",3,1
35875,131,"student: sure agree it's better  teacher: aha, cool same sentence, we use something to vinfinitive all out teachers use it to help students communicate better",3,2
35876,131,"student: i see  teacher: ah, we are out of time! we'll start with this on wednesday, ok? have a lovely weekend!",3,1
35877,131,student: ! sure!  teacher: well done for learning all the new words :),3,2
35878,131,student: see you thank you have a good weekend!  teacher: thanks :) bye!,2,1
35880,36,teacher: hi <student>!  student: hi <teacher>,1,0
35881,36,teacher: hey there - sorrry give me a minute - go to relight my fire...  student: sure,1,1
35882,36,"teacher: ok the kindling has caught this time... i sit warm where you are at the moment? is it warm i mean!  student: sorry, i don't understand... kindling??",3,2
35883,36,"teacher: ah yes sorry - it's the name for the little bits of wood or whatever you use to start the fire at the beginning  student: here 18 degrees now, during the day it's very sunny",3,3
35884,36,teacher: nice....yes it's actually really sunny this week here too - and maybe....13 degrees!  student: not too bad 13!!,3,2
35885,36,"teacher: yes! actually my boat gets warm in the sun so it doesn't really matter about the outside temperatrue... have you heard of the amazon 'kindle' the thing for reading ebooks  student: that's good! i always imagined that boats were cold, so i was wrong yes, i know what a kindle is! i prefer books but i see how convenient a kindle can be...",3,3
35886,36,teacher: well they can be in a way - they're kind of a cross between a car and a house you know? as in they don't retain heat very well but hey warm up quickly  student: i see,3,1
35887,36,teacher: yes i just mentioned it because it struck me that it's related to the idea of kindling you see? because you kindle a flame - in this cae the flame of knowledge... you kindle a feeling in this case  student: ahh interesting...,4,2
35888,36,"teacher: it's related to 'candle' by the way as you can imagine so <student>...inversion....  student: now i know but before you explained i didn't! thanks yes, inversion!!",3,3
35889,36,"teacher: ok....so we use it for with a limited number of phrases/words - basically negative adverbs - to make something limited or emphatic.... for example....the word never (a limiting word let's say...) hold on i have never seen such a terrible sight = never have i seen such a ...you see?  student: i have a question about something you wrote yesterday. in the sentence 'not only do i like chocolate i also like cake', do we need to write 'do'??",3,4
35890,36,teacher: yes we do! hold on....  student: i understand the example with never,3,1
35891,36,"teacher: ok that's good/... with the present simple v, and past simple verbs we need auxiliary verb do/did and also make the main verb the infinitive ... for example....hold on not only does he love chocolate... i.e. he + love not loves  student: ok i didn't know we need auxiliary in affirmative sentences",3,2
35892,36,teacher: one last example: he only realised later that ... = only later did her realise that... yes not normally - but inversion is a special case  student: i see,2,1
35893,36,"teacher: although <student> you know of course that we sometimes say e.g. i do like chocolate right?  student: yes, i know that... but it is different, isn't it??",3,3
35894,36,teacher: in fact i could have written: you know that we do sometimes say i do like...  student: in i do like chocolate i can remove 'do' but in inversion we can't (if i understood well),3,4
35895,36,teacher: yes that's true of course..  student: okk,2,0
35896,36,teacher: i guess it's a bit similar in the sense that it's related to emphasis  student: i see,3,1
35897,36,teacher: sorry i can't resist: i could have written e.g. you do know that we do sometimes say i do like chocolate?  student: do do do do do do haha,3,3
35898,36,teacher: 3 extra do's in one sentence  student: from now i'll use 'do' all the time,3,2
35899,36,"teacher: yes - and actually not really exaggerated - we might really say that and it wouldn't sound strange go for it! seriously, it's much more common than we think...  student: same with did??",4,3
35900,36,"teacher: it's not always accompanied by a big dramatic tone/gesture/statment  student: i mean, is it also common??",3,2
35901,36,teacher: yes the same in the past and common  student: ok,1,1
35902,36,teacher: for example we often just use it to draw attention to something not in a big dramatic way for example...i did want to go out later (actually)  student: i see,3,2
35903,36,teacher: just a gentle way of suggesting that even though maybe it's late/we're busy or whatever (not always stated) i still wan tto go out some of the phrases we invert by the way are pretty formal but not all formal ones = for example: scarcely/seldom/little more normal: not only/only then  student: are these the adverbs that go at the beginning??,3,3
35904,36,teacher: yes exactly..so e.g. seldom have i been so impressed by blah blah e.g. little did he think that he would meet him again i think <student> if you listen to more formal speaking (or read stuff like that) you'll notice it more know  student: i'll pay more attention from now...,3,2
35905,36,"teacher: notice it more now' i mean - now that your attention has been drawn to it  student: yes, i knew what you meant",3,1
35906,36,teacher: yeah - it's interesting - because it's one of those 'grammar' things that doesn;t really change the meaning so you can basically not notice it and it doesn't really matter i.e. that's why people don't notice it  student: i'm surprised but i don't remember studying that at all... maybe i did and i've forgotten about it,3,2
35907,36,teacher: maybe you were away that lesson! it is something that's often covered quite quickly and in a self-contained kind of way  student: maybe... just to clarify...,3,1
35908,36,teacher: ah - did you see my auxiliary there? i did that one without thinking (e.g. it is something that's covered...) yes go ahead you'd hear the difference in speaking (i.e. emphatic) easily  student: if the inverted sentence (do you call them like this) is in past simple we use did and if it is in present simple we use do,3,2
35909,36,teacher: yes and yes ('inverted' =correct and do/did for present/past respectively)  student: and...,3,1
35910,36,"teacher: yep...  student: if it's in present simple you don't use auxiliary but you invert the order (have he...) but for present or past simple you don't invert the order (did he think...) sorry, i meant present perfect simple when i wrote the example (have he...)",3,3
35911,36,teacher: ah right i see hold on...  student: am i right?? i deduced that from your examples but no idea...,3,2
35912,36,"teacher: well, in the present perfect the auxiliary is 'have' right? so, e.g. not only has he stolen from me, he has also lied blah blah same idea in the present = not only does he steal from me he...ok? nice verb 'deduced' by the way!  student: i see!! have is the auxiliary...",3,3
35913,36,teacher: yes that's it  student: deduce: deducir en espaol ;),2,1
35914,36,"teacher: yeah i guess that's an easy one then! is it formal in spanish?  student: it's not really formal, we use it a lot...",2,2
35915,36,teacher: oh right - it's a bit formal in english educated' or whatever  student: and do you have an informal word for that?,3,3
35916,36,teacher: some people might never say it i guess...  student: maybe 'guess'?,2,2
35917,36,"teacher: um ..well i guess like lots of these things it would be replaced by a phrasal verb often - so e.g. work out or guess of vourse yes but 'work out' is maybe best here i just mean more common  student: ok, thanks could we practise the inverted sentences a bit?",3,3
35918,36,"teacher: because it's like a little process you know? 'guess' i soften just a quick little or one-step thing yes sure - i'll give you a prompt ok? unless you have an idea of your own first?  student: sure, i see the difference between guess and work out. i sometimes struggle to use phrasal verbs because i don't know where to write the thing i worked out... maybe we could talk about that another day, sorry (mixing topics)",3,4
35919,36,"teacher: yes! well most are 'separable' so e.g. work out something or work something out = both correct  student: about a prompt, yes please ahhh, i thought there was a rule about it!!",3,3
35920,36,teacher: ok so e.g.: i haven't had so much fun since i was in spain. can you invert that?  student: little fun have i had since i was in spain??,2,2
35921,36,teacher: yes i see your idea...start with 'not since...'  student: it's difficult!!!,3,3
35922,36,teacher: so it's the 3-word negative bit you've got to ivert invert imean e.g. i haven;t had not since i was...  student: not since i was in spain haven't i had so much fun not sure!,2,4
35923,36,teacher: yes good! you've already got the negative with 'not' at the beginning though so: 'haven't i had'?  student: not since i was in spain have i had so much fun??,3,3
35924,36,teacher: yes exactly ...you made your first little baby inversion....  student: ufff very hard... i get very stressed when i see hard new things... omg there are so many things to learn about a language... thank you very much for your time and your patience!,3,4
35925,36,"teacher: yes it's infinite that's true! keep calm and carry on - you know loads! ok thanks <student> i guess that's it for today - see you tomorrow bye no problem cheers  student: yes, see you tomorrow! bye",3,2
35927,127,student: hi!  teacher: hi <student>! how are you? all good?,3,1
35928,127,"student: how were your vacations?  teacher: we had a lovely time not doing very much at all, thank you. a good book, lots of baking, a bit of gardening and halloween! are you under the lockdown yet in austria? we will be as of thursday",3,4
35929,127,"student: it is a semi-lockdown, yes...it mostly involves a curfew and, for me, the fact that i now work from home 100% of the time.  teacher: are non-essential businesses shut though? how do you find working from home?",3,3
35930,127,"student: yes, non-essential business are closed, and there are limitations for bars and restaurants... i find it okay, but it is though sometimes with the children screaming all around me (i have two small children, of 2 years and ten months...)  teacher: i see! it's stricter in the uk in this case as i think bars and restaurants have to shut unless they deliver food",3,2
35931,127,"student: no, in austria too they can only deliver food..and after 20 no one should be on the street  teacher: oh, i didn't realize you had young kids! yes, definitely a busy parenting period",3,3
35932,127,"student: unless for medical reason...but bars and restaurants must be closed.  teacher: ah, yes, same idea, i see!",3,2
35933,127,"student: i have never told you before ;) i would say that, by italian standards, having a university degree and 2 children at my age is not that common...  teacher: no, that's why i assumed you didn't have a family! as always, don't assume!!",2,3
35934,127,"student: i see...avoid questions that might be problematic, that's a good idea.  teacher: yes, i don't usually start asking people about their families in the first class :) do you mostly speak german at work? or english? or italian?",4,2
35935,127,"student: i see...well, i guess you now know the most relevants parts of my life ;) i mostly speak english, because my collegues won't talk german with me until i can fluently speak it. but i sometimes use german too...and, since we have many people coming from abroad, i also practise my spanish from time to time ;)  teacher: yes, i have a 5-year-old boy, he started school in september, and the government is trying to keep schools open this time around. we'll see how that works!",3,3
35936,127,"student: while at home we speak only italian...maybe sometimes english since all the movies we watch are in english...  teacher: that's nice, that you can switch between languages so easily in your household",3,2
35937,127,"student: i remember you talking about a child...here they are trying to do that too...the children are starting to go do a 'tagesmutter' (essentially a baby sitter at home, who can take up to 4 children and is inserted into the social system through financial aids etc.), but now they are home again since the tagesmutter might have covid lukily my wife is still home, so she can take care of the kids, at least to an extent...  teacher: it's a 'childminder' in english. do the kids like it? at the childminder's i mean",4,3
35938,127,"student: (i am still here, there was a connection problem so the chat thought there were two <students> logged in)  teacher: oh yes, it does that, i can see you had to re-enter a couple of times",3,1
35939,127,"student: i see...never heard this term before: in italian it doesn't exist at all...they love it! she is a very nice girl, and has two children who love to play with our children. and it is also good for them: this way they can learn german...  teacher: oh wonderful, so it's just her children and yours then? here too, childminders have a limit on how many children they can look after and they are 'competitively priced', that is they are usually no more expensive than a nursery/ pre-school and you can use your funded hours towards fees",4,3
35940,127,"student: for now yes...actually her children go to school so in the morning they currently are alone, but a new child might come. actually, there was an attempt but the child's mother was too protective: a child of almost two years who wouldn't eat anything solid, not even a banana... here they are a bit more expensive than nursery, but we couldn't get into nursery because my wife is unenployed (she received just now the recognition of her degree to work here as a nurse). and there is some priority list: so we were excluded because of the number limit which, i believe, was reduced also because of covid.  teacher: so if a parent isn't working, the family might be refused a place at a nursery? but that's a vicious circle, they will never be able to start work then! here they are a bit more expensive than nursery; and there is some priority list",4,2
35941,127,"student: indeed...we also wrote something about my wife looking for a job as soon as she received the proper papers...but still, at least there are childminers.  teacher: could you have a look at these parts of sentences? some articles are missing",2,1
35942,127,"student: here they are a bit more expensive than a nursery...i believe...  teacher: yes, sure! i know with 'some' you probably mean 'some kind of a', right?",3,1
35943,127,"student: as for the second one i am not sure...maybe: 'and there is some list of priorities', but this would change the meaning a bit... oh, yes indeed, there is some kind of a priority list, that would be okay. what i wrote was more of a word-by-word translation from italian...  teacher: you can say colloquially, 'there's some list somewhere' or something like that, so it's not terribly wrong, just you seem to stick to quite formal english, and it stood out for me ah, that would explain it, a translation from italian shall we have another look at the writing you sent me?",3,3
35944,127,"student: i should use 'some kind of' when i don't know an exact description, right? like there is some kind of regulation you must follow... yes!  teacher: not necessarily, you can use 'some' with a singular countable noun. just thinking of an example some mr johnson called this morning' to say 'i have no idea which mr johnson' or you can use 'a' there a mr johnson caleed this morning' *called again, to express that you don't know who he is",3,2
35945,127,"student: okay, got it thank you!  teacher: or, 'it was the mr johnson' (the one we've been talking about / thinking about) anyway, elon musk! i would have said 'the elon musk' if he had a more common name, but it's not like there are many people with this name around the = that one, the one who created tesla a beautiful inside view in the life of a man who seems capable of almost everything, that is running multiple complex enterprises which are shaping the world.",3,3
35946,127,"student: that -&gt; who right? the one after the comma  teacher: ah, did you mean 'that' as 'who'?? yes, who would be much better in this case because otherwise there is an ambiguity that is' reads as an explanation of the phrase before it like 'i.e.' does this make sense?",3,2
35947,127,"student: as always italian is the problem: in this context the italian word for 'that' and 'who' is the same...  teacher: this child won't eat any solids, i.e. she only eats liquidized food",1,1
35948,127,student: i see it makes sense...if i wanted to write 'i.e.' then what would have been the problem?  teacher: #error! hence the confusion in your sentence,1,2
35949,127,student: i see  teacher: i believe it's a direct translation from latin. i.e. that is. is that correct?,3,3
35950,127,"student: yes, indeed.  teacher: if you wanted to use 'i.e.' in your original sentence, i would argue that there would be a logical problem a beautiful inside view in the life of a man who seems capable of almost everything, i.e. running multiple complex enterprises which are shaping the world. running multiple enterprises is not the same as 'almost everything'",4,4
35951,127,"student: as 'e.g.' means 'exepli gratia', which roughly translates to 'for example'(but not precisely)  teacher: yes, true!",3,2
35952,127,"student: i see...yes, i see your point after i.e. an explanation should follow, in my case i just continued the description...  teacher: yes, you've got it! a man who ... and who.... would work better ok, moving on i believe there are many lessons to learn such as his attitude when a problem comes, to focus more on 'how can it be solved?' rather than finding a scapegoat or complaining about it.",3,3
35953,127,"student: i see, thank you...the difference between 'that' and 'who' is so basic...learning that i sometimes use them uncorrectly is a surprise, but that is why i am here.  teacher: this sentence is not grammatically incorrect, but it also doesn't read very well. for starters, could you change the direct question into an indirect one?",3,2
35954,127,student: ...(which is) to focus more on how to solve a problem  teacher: you can use 'that' for 'who'. the problem was that it was creating an ambiguity in your sentence,3,1
35955,127,"student: i think i would also need to add 'which is' after the comma okay, 'that + is' might be unclear, i'll remember this  teacher: yes, i totally read it as 'i.e.' rather than 'who' when a problem comes, which is to focus... is this what you mean?",3,2
35956,127,"student: i am trying to refer to the attitude...  teacher: it's a good suggestion, i like it",3,1
35957,127,"student: haha, thank you what about the indirect question...was 'how to solve a problem' what you were thinking of?  teacher: ..., which is to focus more on how ___ ___ __solved yes! oh, how to solve a problem works too",2,2
35958,127,"student: ...mmm...the alternative you were suggesting is 'how to get a problem solved'?  teacher: how it can be solved how can it be solved?' changes into 'how it can be solved', right?",3,1
35959,127,"student: okay, i see..my exaple had one extra word. yes, you are right! i don't know why i couldn't see it...i guess because i was thinking at the whole sentence i wrote  teacher: it would just read more smoothly. also, if you read you text out loud to someone who couldn't see the '' '', there would be a grammatical mistake no worries, like you say, that's why we are here and one last thing with this sentence! his attitude, which is to focus on ... rather than find a scapegoat and complain not finding and complaining because you need a parallel structure there to focus (infinitive), find (infinitive) and complain (infinitive)",3,3
35960,127,"student: oh, i see! if you write only the very, the structure is clear...  teacher: you don't need to repeat the 'to' in front of every verb though, because the one 'to' works for all them",4,2
35961,127,"student: i see...the structure is parallel because i used 'rather', right?  teacher: yes, the attitude is to focus rather than find and complain not: the attitude is to focus rather than finding and complaining",3,3
35962,127,"student: okay! if i used 'to find' and 'to complain' it would still be grammatically correct, right? though more difficult to read...  teacher: yes, it would! could you rewrite the whole sentence, actually, taking into account the three corrections? this is the original again i believe there are many lessons to learn such as his attitude when a problem comes, to focus more on 'how can it be solved?' rather than finding a scapegoat or complaining about it.",3,4
35963,127,"student: i believe there are many lessons to learn such as his attitude when a problem comes, which is to focus more on how it can be solved rather than find a scapegoat and complain about it. hopefully i found all the mistakes.  teacher: yes! lovely :) this sounds much more streamlined one quick thing from the next sentence before i let you go, just to get it out of the way",3,3
35964,127,student: okay  teacher: musk detailed about the history on how the first secretary of spacex finished... i would suggest 'musk gave a detailed account of the history' detail as a verb is used more often with documents e.g. a report detailing the history... a statement detailing what happened,3,2
35965,127,"student: okay, so it is not people detaling the history, but rather documents...i see  teacher: in any case, detail (object) rather than detail (about) yes, but people can give detailed accounts of / talk in detail about go into detail of is another good one he went into detail of what happened... sorry, not of! on / about go into detail about what happened",3,3
35966,127,"student: i see..okay, thank you! my teacher went into detail about my mistakes. the teacher report detailed my mistakes.  teacher: haha, good example!",4,2
35967,127,"student: thank you!  teacher: i hope you don't feel discouraged. you are still absolutely fluent in english, just the minor things here and there that might be worth tidying up",4,3
35968,127,"student: i don't feel discouraged at all! i am just realizing how much italian influcences how i speak...and how difficult it will be to improve grammar correction system i am working on: these sort of subtle differences are very difficult to grasp for a pc because you have to understand what you are reading; no computer can even come close to that...at least for now. so i am finding this very interesting :)  teacher: my knowledge of what ai can and can't do is very superficial, i'm afraid! anyway, i definitely have to let you go! same time next week?",4,4
35969,127,"student: okay! perfect ank your for all the help! have a nice week!  teacher: great, have a good week, speak to you then! you're very welcome :)",3,1
35970,127,student: bye!!  teacher: bye!,2,0
35972,152,"student: hi, <teacher>!  teacher: hi <student>! how are you?",3,2
35973,152,"student: fine, thank you how are you?  teacher: i'm fine too, thank you have you managed to grab a black friday bargain?",3,3
35974,152,student: ok ) i've just told to <student's friend> and <student's friend1> that i'm very disappointed )  teacher: oh no! why is that?,3,2
35975,152,student: no sales for the stuff what i would like to buy i would like to buy a pair of leggings for my yoga  teacher: sorry to hear that! very disappointing indeed! what did you want?,3,2
35976,152,student: and some presents for new ear year for my niece a home robe  teacher: that's a shame!,1,1
35977,152,"student: or a gown? and some lol thongs for <student's child>  teacher: a robe or a dressing gown, i don't think there's much of a difference!",3,2
35978,152,student: it's so expensive!  teacher: i think it's usually a robe in a hotel or sauna the lol stuff?,1,1
35979,152,student: the lol stuff ) yes she wants one from saint nicolas and another one from sanya ) santa  teacher: i've got to start buying christmas presents. some of my friends are really organized and have everything already but i haven't got a single one!,3,3
35980,152,"student: me too  teacher: oh, there's now a saint nicholas day in ukraine, right?",2,2
35981,152,"student: i have now only advent calendar ) and it's funny because <student's child> has noticed it in the wardrobe )  teacher: oh, you've found an advent calendar? oops))",3,3
35982,152,"student: i've bought that one with lol ) first window with a doll and others with some stuff like clothes and accessories  teacher: oh wow, that's very cool! <teacher's child>'s just going to have a plain chocolate one",3,3
35983,152,"student: we have a saint nicolas day here it becomes more and more popular  teacher: i nearly bought a cheese advent calendar for <teacher's husband> and me, but i'm not going to have enough patience to only eat one piece a day :))",4,4
35984,152,"student: hahaha same story with me  teacher: yes, i remember from working with children 5 years ago it _______ more and more popular",3,2
35985,152,student: i thought about some advent calendar for me or for me and <student's husband> but as a _____ person i've started to think how to use it it has become?  teacher: what kind of person?)),3,3
35986,152,"student: practichniy )  teacher: hmm, i was thinking 'it is becoming', because you're describing a process practical!",3,2
35987,152,student: i thought about beauty advent calender  teacher: that sounds nice!,3,1
35988,152,student: but there are lots of stuff like red lipstick etc which i don't need  teacher: do you know what's popular in the uk? advent calendars for pets!,4,2
35989,152,"student: then i've thinking about a chocolate advent calendar and it seems like we won't be able to eat just one thing per day )  teacher: yes, you know what i mean? children have much better self-control in a way!",3,3
35990,152,student: oh! i've seen that stuff on the uk websites and on the instagram  teacher: we'd just sit down one night with wine and crackers and eat all the cheese from the calendar))),3,4
35991,152,student: children have us for the control )  teacher: that's true))),1,2
35992,152,"student: ok, so now in ukraine we have saint nicolas day, two christmas and two new year ) it's amazing! )))) *nes years new ) sorry  teacher: oh my goodness! is that a bit too many holidays?",3,3
35993,152,"student: yes! ))  teacher: but you can't skip saint nicholas day, especially when <student's child> starts school because all children will get presents)))",4,4
35994,152,"student: yes )  teacher: we don't do new year presents anymore, just christmas. but i cook lots of ukrainian food on new year, and sometimes we watch a soviet movie, subtitled",4,4
35995,152,"student: actually, it's ok, because now she knows about saint nicolas day and new year  teacher: but i'm careful about this now",2,2
35996,152,student: ))  teacher: we watched 'the irony of fate' a couple of years ago,3,1
35997,152,"student: actually yesterday i had a funny picture from <student's husband>  teacher: i'm not sure it's the best translation, do you know what i mean? and i didn't like it!",1,1
35998,152,"student: about irony sudby  teacher: oh, like a meme?",2,2
35999,152,student: the irony of fate' sure! ok it's something like have you noticed that the teacher of russian told 'i need edit'my new dress' sorry i need 'odet' )))  teacher: true!!! i've noticed that before!!,3,3
36000,152,"student: i think me too but it's really funny )  teacher: it is! i really didn't like it last time, it's so sexist!",3,2
36001,152,"student: yes and about the translation i completely agree with you  teacher: like, the protagonist is telling nadya that she is basically a failure because she didn't get married by 34",3,3
36002,152,student: it's so strange  teacher: and she agrees!,1,2
36003,152,"student: yes and i know that lots of people don't like the movie because of zhenya he doesn't look like a hero ) but for me he is ok  teacher: well, he is nice, he is supposed to be an 'intelligent'",4,3
36004,152,"student: he is just 'usual person' )  teacher: but, for example, she asks him to leave several times and he just refuses!",3,2
36005,152,student: an 'usual person'  teacher: this is really weird,1,1
36006,152,"student: yes! agree  teacher: good correction, you need an article there, but it's actually 'a'",3,2
36007,152,student: especially now lots of things in the movie aren't ok  teacher: a usual person ju.u.l because it actually starts with a consonant /j/,2,1
36008,152,student: here in ukraine we haven't watch that movies since 2014 i think because it actually starts with a consonant /j/ - ok! thank you it's clear!  teacher: i ___ ____ it for years until i watched it with <teacher's husband> two years ago (not watch) what tense do you think goes here?,3,2
36009,152,"student: at first we had a ban for soviet movies on tv  teacher: oh, i didn't know that! because i don't watch tv i suppose",2,2
36010,152,"student: i hadn't had it for years until i watched it with <teacher's husband> two years ago (not watch) sorry hadn't watched  teacher: yes, well done! :) nice past perfect",3,1
36011,152,student: we too we don't have a tv at home  teacher: we have a tv but only for streaming services)),2,2
36012,152,"student: but i mean that because of the ban lots of people who watched that stuff just stoped watching it  teacher: as much as i love to chat, let's have a look at your homework! well done you for doing extra homework, by the way! ah, it worked then, the ban",3,1
36013,152,"student: yes! thank you )  teacher: i think it's important, to stop doing the same stuff as people across the border",3,2
36014,152,student: yes sorry one more thing  teacher: go on!,3,1
36015,152,"student: i've just remembered it my student <student's student> has sent me a link to watch a very interesting lecture about ukrainian i can send you that one  teacher: ooh, thank you, i'd love that! could you send it to me on messenger?",4,3
36016,152,"student: sure  teacher: later on) ok! hello <teacher>, thank you for your interest to our school. we provide ukrainian and russian lessons for students with any level of knowledge. the price per individual one hour lesson is 500 uah. usually we offer a trial lessons for a new student. it could be 30 minutes free trial lesson or 1 hour lessons for usual price 500 uah. please, let us know what option is more preferable for you and which language do you prefer to learn. we have to inform you that because of the covid situation we provide only online classes. but they still are as much effective as the lessons at school. as for our teacher and the teaching method. we assure you that our teachers as much experienced as students needs oriented. in our lessons we use the comunicative method which means that our goal is to teach you how to speak with ukrainian or russian speaking people an understand them. despite of it we assure we will help you also with the grammar, reading etc. if you have any other questions please do not hesitate to contact us. best regards, <student> from <student's company> team",4,1
36017,152,"student: ok! sorry! let's start )  teacher: no worries ah, it's annoying that there is no formatting in this chat",2,0
36018,152,student: yes! )  teacher: very good and the message is clear! let's look at some bits that are wrong,3,1
36019,152,"student: ok!  teacher: when we compare two things with an adjective, we use (not) as ... as lol stuff is as expensive as lego or 'not as expensive as lego'",3,2
36020,152,student: ok  teacher: so you know what to do with ' our teachers as much experienced as students needs oriented' :),2,1
36021,152,"student: hm without much?  teacher: yes, that's right!",2,1
36022,152,student: ok it's funny  teacher: but they still are as much effective as the lessons at school,3,2
36023,152,student: at first i've written like that  teacher: and same here),1,1
36024,152,student: as effective as the lessons at school  teacher: yes!,1,1
36025,152,student: they still are or they are still ?  teacher: they are still,3,2
36026,152,"student: sure! ok and one more question  teacher: yes, of course!",3,1
36027,152,student: as much doesn't have any sense?  teacher: it does! i'm thinking of an example,3,2
36028,152,"student: ok )  teacher: i have as much milk as yogurt milk and yogurt are uncountable nounds, so they work with much he has as much money as i do but! teacher x has as many students as teacher y. because students are countable",3,3
36029,152,student: ok  teacher: *nouns,1,1
36030,152,student: but i can't use it with abstract things like experience or students orienting )  teacher: you can! i have as much love for my niece as for my nephew)) a bit of a silly sentence,3,2
36031,152,student: ok  teacher: i have so much more love for strawberries than for onions)) but you don't need 'much' with an adjective in an 'as...as' comparison,3,3
36032,152,"student: ah! ok  teacher: ah, i think i know where the confusion is coming from! online lessons are much more effective than face-to-face",3,2
36033,152,student: so i need much when i talk about nouns  teacher: you can 'much' to modify 'more' in this structure,2,1
36034,152,student: ahh  teacher: or 'less',1,0
36035,152,student: sure  teacher: much more / much less,1,1
36036,152,student: much more!  teacher: much more expensive yes!,4,2
36037,152,"student: thank you it's clear now  teacher: while we are on this topic, you can also use 'twice / half / three times' etc. with as... as",4,3
36038,152,"student: sure thank you i've forgot this stuff unfortunately but now it's better )  teacher: if lol dolls are 20 pounds but lego is 10 pounds, lol dolls are twice as expensive as lego and lego is half as expensive as lol no worries, i'll send you some exercises to practise at home",3,4
36039,152,"student: maybe i need some homework for practicing that stuff ) oh, thank you )  teacher: houses in cambridge are twice as expensive as in march :)",1,3
36040,152,student: )  teacher: or even 'three times',2,1
36041,152,student: but you have a garden )  teacher: exactly! a garden that is three times as big as in one of those new cambridge houses))),3,3
36042,152,"student: )))  teacher: ok, let's see what else we've got time for! oh, the very first sentence, thanks for your interest in our school",1,1
36043,152,student: you are an expert in making examples ) interest for ?  teacher: interest in! same as 'interested in',3,2
36044,152,student: ah! yes/ sorry )  teacher: i'm interested in insects or something like that (i'm not!),2,1
36045,152,"student: haha me too  teacher: oh, and a quick one on saying how long things take if you're using one-hour as an adjective, you need a hyphen - - - one-hour that little '-' is a hypen",4,2
36046,152,"student: ok!  teacher: also, in an adjective of this kind, all words are singular the lesson is 30 minutes. but! it's a 30-minute lesson we lose the 's' and add a '-' same with distances. a 5-mile walk",3,1
36047,152,"student: ok! i see!  teacher: ah, i'm afraid that's all we have time for today! we'll look into this more next time, and i do remember about your questions!",3,2
36048,152,student: thank you!!  teacher: my pleasure :),4,1
36049,152,"student: have a good weekand bye!  teacher: thank you! you too, have a relaxing weekend! bye!",3,2
36051,12,"teacher: hi <student>, happy new year! how are you?  student: happy new year! good, thank you.",3,1
36052,12,"teacher: great - how was your christmas - did you stay in cambridge?  student: no, we went to mallorca island... it was very warm and sunny! how was your trip to the lake district?",4,3
36053,12,teacher: oh right yes - i remember now you said you were going away! what did you think of mallorca?  student: there were beautiful beaches and i felt really relaxed as few people were there.,3,4
