id,conversation_id,7b_int,13b_int,7bnonchat_int,13bnonchat_int,llama3_chat_int,llama3_nonchat_int
36268,257,2,4,0,2,3,1
36269,257,4,3,0,1,4,4
36270,257,3,4,1,3,3,1
36271,257,2,3,0,1,2,1
36272,257,1,2,3,2,3,1
36273,257,2,3,0,2,1,3
36274,257,3,4,3,2,2,1
36275,257,4,3,2,2,3,3
36276,257,4,3,3,3,2,1
36277,257,3,4,3,3,3,3
36278,257,4,3,2,3,4,3
36279,257,3,4,0,0,3,1
36280,257,2,3,1,2,1,2
36281,257,3,2,4,2,3,2
36282,257,2,3,3,2,2,2
36283,257,3,2,3,2,3,3
36284,257,2,3,0,0,4,3
36285,257,3,3,0,3,1,1
36286,257,4,4,4,4,2,4
36287,257,3,3,1,2,1,1
38712,168,4,4,0,0,2,1
38713,168,3,3,0,2,3,1
38714,168,4,4,0,3,4,1
38715,168,2,3,4,3,3,1
38716,168,3,2,3,1,2,3
38717,168,4,3,2,1,3,2
38718,168,3,4,0,0,2,1
38719,168,2,3,2,2,3,4
38720,168,3,4,1,1,4,4
38721,168,4,2,0,0,3,3
38722,168,3,3,0,2,4,None
38723,168,4,2,3,3,1,2
38724,168,3,4,1,2,0,3
38725,168,4,3,3,2,1,2
38726,168,4,3,3,1,2,4
38727,168,3,3,1,2,1,1
38728,168,4,4,3,3,3,1
38729,168,3,3,3,2,2,2
38730,168,2,4,0,3,1,1
38731,168,4,3,0,2,3,4
38732,168,4,2,2,3,4,3
38733,168,4,4,0,2,3,3
38734,168,3,4,3,3,1,0
38735,168,4,3,3,2,1,3
38736,168,3,4,2,2,3,3
38737,168,2,3,1,1,1,1
38738,168,3,4,2,2,2,0
38739,168,2,3,2,2,3,2
38740,168,3,4,0,2,1,4
38741,168,2,3,1,2,3,1
38742,168,3,2,0,2,1,0
38743,168,2,3,2,3,3,4
38744,168,,4,3,3,3,1
38745,168,3,3,0,2,2,2
38746,168,2,4,3,3,3,2
38747,168,3,3,4,1,4,1
38748,168,4,4,0,3,3,0
38749,168,3,3,2,3,4,2
38750,168,2,4,0,1,3,2
38751,168,1,3,0,0,1,4
38752,168,3,4,0,2,3,2
38753,168,4,3,1,3,1,3
38754,168,3,2,4,3,3,3
38755,168,4,3,3,1,4,1
38756,168,3,2,2,4,3,2
38757,168,2,4,0,2,4,1
38758,168,3,3,0,1,3,2
38759,168,2,4,0,2,4,2
38760,168,3,3,1,2,3,2
38761,168,4,2,2,1,1,0
38762,168,3,3,0,1,3,1
38763,168,3,2,0,3,4,2
38764,168,2,3,2,3,3,3
38765,168,4,4,0,2,4,1
38766,168,2,3,3,3,1,1
38767,168,4,2,0,1,3,1
38768,168,3,3,1,2,1,2
38769,168,4,4,1,3,3,3
38770,168,3,3,3,2,2,1
38771,168,2,2,1,2,3,2
38772,168,3,3,4,2,4,0
38773,168,2,4,0,3,3,4
38774,168,2,3,0,2,2,1
38775,168,3,4,0,3,3,4
38776,168,2,4,0,2,1,None
38777,168,3,3,0,3,3,0
38778,168,2,4,3,3,3,1
38779,168,1,3,0,1,1,1
38780,168,2,4,1,1,3,0
38781,168,2,3,0,1,1,4
38782,168,3,4,2,3,3,0
38783,168,1,4,2,2,2,1
38784,168,4,3,0,1,1,3
38785,168,3,4,0,3,3,0
38786,168,2,3,0,2,1,4
38787,168,4,4,0,2,3,3
38788,168,3,3,1,2,1,3
38789,168,2,2,0,2,1,3
38790,168,2,3,0,2,3,2
38791,168,4,2,3,3,1,4
38792,168,3,3,0,2,3,4
38793,168,2,2,0,3,1,0
38794,168,3,3,3,1,0,1
38796,177,4,4,0,2,1,2
38797,177,3,2,1,1,3,2
38798,177,2,3,3,3,4,4
38799,177,3,4,3,2,1,None
38800,177,2,3,3,3,3,0
38801,177,3,4,1,2,4,3
38802,177,3,3,2,2,3,2
38803,177,3,2,2,2,1,0
38804,177,2,3,1,3,3,2
38805,177,3,3,0,2,4,4
38806,177,4,4,0,1,3,2
38807,177,4,3,4,3,1,2
38808,177,3,4,2,2,3,4
38809,177,3,4,1,2,1,2
38810,177,2,3,3,3,3,0
38811,177,3,2,2,1,2,4
38812,177,2,4,0,2,1,0
38813,177,3,4,0,2,3,3
38814,177,4,4,2,0,4,3
38815,177,3,3,1,3,1,1
38816,177,4,4,1,3,3,2
38817,177,4,4,0,3,4,3
38818,177,,2,3,2,3,1
38819,177,3,3,3,2,3,4
38820,177,2,4,0,0,4,1
38821,177,4,3,2,2,3,4
38822,177,3,4,0,0,1,4
38823,177,2,3,3,1,3,2
38824,177,2,2,0,3,1,1
38825,177,3,3,0,0,2,1
38826,177,4,4,0,0,3,2
38827,177,3,4,2,2,2,0
38828,177,4,3,0,1,1,2
38829,177,3,4,2,2,3,2
38830,177,,3,0,2,3,3
38831,177,2,4,1,1,4,3
38832,177,1,4,0,2,3,2
38833,177,2,3,2,1,4,3
38834,177,4,4,0,3,1,4
38835,177,3,3,0,3,3,2
38836,177,4,4,0,0,3,0
38837,177,4,3,3,3,4,0
38838,177,3,2,2,0,3,4
38839,177,4,3,0,3,1,1
38840,177,3,4,0,1,2,4
38841,177,4,3,1,1,3,2
38842,177,3,3,4,2,4,1
38843,177,4,4,2,3,3,3
38844,177,3,3,2,2,3,3
38845,177,4,2,1,2,4,2
38846,177,3,4,0,0,3,3
38847,177,2,3,0,3,1,3
38848,177,3,4,1,1,3,1
38849,177,3,3,0,1,1,2
38850,177,4,4,0,2,3,2
38851,177,3,3,4,2,1,4
38852,177,4,2,0,3,1,1
38853,177,3,3,3,3,3,1
38854,177,2,4,2,1,1,3
38855,177,3,3,0,2,3,2
38856,177,2,2,0,1,1,3
38857,177,3,4,2,2,3,2
38858,177,2,3,3,3,1,4
38859,177,3,2,3,1,3,0
38860,177,1,3,3,3,4,0
38861,177,3,2,0,3,3,3
38862,177,2,3,1,2,4,2
38863,177,4,2,0,1,1,2
38864,177,3,4,2,2,3,0
38865,177,2,3,0,3,4,4
38866,177,3,4,1,2,1,3
38867,177,2,3,0,0,2,0
38869,159,3,4,0,2,3,2
38870,159,2,3,2,0,4,0
38871,159,2,4,0,2,3,3
38872,159,2,3,0,2,2,0
38873,159,3,4,1,0,3,4
38874,159,4,4,1,3,2,2
38875,159,3,3,1,1,3,3
38876,159,2,2,0,0,1,1
38877,159,4,3,2,0,2,1
38878,159,4,4,0,0,3,4
38879,159,4,4,0,1,1,1
38880,159,3,3,0,2,3,1
38881,159,2,3,3,0,1,1
38882,159,4,2,3,2,0,1
38883,159,3,3,3,1,3,3
38884,159,4,4,2,2,1,3
38885,159,4,3,0,3,3,1
38886,159,2,2,1,1,1,1
38887,159,4,3,1,2,2,0
38888,159,2,4,3,0,1,0
38889,159,3,4,1,1,3,2
38890,159,4,3,2,0,1,2
38891,159,3,4,2,0,3,2
38892,159,4,3,0,2,1,2
38893,159,3,4,0,1,3,0
38894,159,4,3,0,3,1,1
38895,159,4,4,1,3,0,1
38896,159,3,3,2,2,1,2
38897,159,4,4,0,3,3,4
38898,159,3,3,2,1,1,2
38899,159,2,4,1,2,3,3
38900,159,0,2,0,3,1,3
38901,159,4,3,0,3,3,0
38902,159,3,4,0,2,1,2
38903,159,2,3,0,2,3,3
38904,159,3,4,0,2,1,1
38905,159,1,3,0,1,3,2
38906,159,4,3,0,2,1,2
38907,159,4,4,0,2,4,4
38908,159,3,3,3,0,3,4
38909,159,3,4,1,2,1,1
38910,159,2,3,3,0,0,4
38911,159,4,4,3,1,3,2
38912,159,3,3,2,2,1,2
38913,159,2,4,3,2,3,4
38914,159,3,3,0,2,2,0
38915,159,2,4,2,2,1,2
38916,159,3,3,0,3,3,1
38917,159,2,4,1,2,1,4
38918,159,3,3,0,0,3,2
38919,159,2,2,0,3,1,2
38920,159,3,3,4,0,3,4
38921,159,2,4,0,2,2,2
38922,159,4,3,0,1,1,3
38923,159,3,3,2,2,0,0
38924,159,3,4,1,0,3,2
38925,159,4,3,0,2,1,3
38926,159,2,3,0,2,3,2
38927,159,3,4,0,2,4,1
38928,159,2,4,0,2,2,4
38929,159,3,3,1,3,1,3
38930,159,2,4,1,0,3,4
38931,159,4,3,0,1,4,3
38932,159,3,2,0,2,3,1
38933,159,4,4,3,3,4,4
38934,159,4,4,0,1,2,1
38935,159,3,4,0,2,3,2
38936,159,2,3,1,2,1,3
38938,83,3,2,1,0,3,3
38939,83,4,3,3,2,1,3
38940,83,2,2,1,2,0,4
38941,83,,3,0,2,3,4
38942,83,4,4,0,2,1,3
38943,83,3,3,1,2,2,3
38944,83,4,4,0,2,1,1
38945,83,3,3,3,2,3,2
38946,83,2,2,1,2,1,1
38947,83,3,3,1,3,2,1
38948,83,4,2,2,1,1,2
38949,83,3,3,0,1,3,3
38950,83,4,2,0,3,4,1
38951,83,3,3,2,2,3,4
38952,83,2,2,0,2,3,2
38953,83,4,3,2,1,2,1
38954,83,3,2,2,1,3,0
38955,83,4,3,0,1,2,1
38956,83,3,4,0,2,3,3
38957,83,2,3,0,3,1,0
38958,83,4,4,1,0,2,1
38959,83,3,3,2,3,3,3
38960,83,2,4,2,2,1,3
38961,83,3,3,2,3,0,3
38962,83,4,4,3,3,3,3
38963,83,1,4,2,2,3,3
38964,83,3,3,2,3,4,3
38965,83,2,4,0,2,3,0
38966,83,4,4,0,1,4,3
38967,83,3,3,1,2,3,4
38968,83,4,4,0,3,1,2
38969,83,3,4,1,0,3,3
38970,83,2,3,0,0,4,3
38971,83,3,4,1,1,3,1
38972,83,4,4,0,2,1,2
38973,83,4,3,0,2,2,0
38974,83,3,3,0,3,3,3
38975,83,2,2,3,1,1,0
38976,83,4,3,2,2,2,2
38977,83,3,4,3,3,1,0
38978,83,2,3,2,2,3,2
38979,83,2,4,2,1,3,2
38980,83,3,4,0,2,3,2
38981,83,4,3,0,3,1,0
38982,83,3,4,0,0,1,0
38983,83,4,3,0,2,3,2
38984,83,3,4,1,1,4,0
38985,83,4,3,1,1,3,3
38986,83,3,4,1,1,1,2
38988,54,2,3,1,2,2,1
38989,54,3,4,3,4,3,3
38990,54,,4,3,1,1,2
38991,54,4,3,1,3,3,4
38992,54,3,4,2,2,1,2
38993,54,2,3,0,3,2,2
38994,54,4,4,1,2,3,2
38995,54,2,3,0,3,1,1
38996,54,3,4,0,2,3,2
38997,54,2,3,0,1,1,4
38998,54,3,2,0,3,3,2
38999,54,2,4,0,2,1,4
39000,54,4,3,2,2,2,4
39001,54,4,2,0,2,1,1
39002,54,3,3,3,2,3,0
39003,54,2,4,0,2,2,2
39004,54,4,4,3,1,1,4
39005,54,3,4,1,1,3,2
39006,54,2,3,0,2,1,3
39007,54,3,4,1,3,2,2
39008,54,2,3,1,2,3,1
39009,54,4,2,1,2,4,3
39010,54,2,3,0,1,3,1
39011,54,3,2,0,2,4,2
39012,54,4,3,2,1,1,0
39013,54,2,4,0,1,3,3
39014,54,3,3,1,2,1,2
39015,54,1,2,0,2,2,2
39016,54,2,3,1,2,1,4
39017,54,3,4,0,2,3,1
39018,54,4,3,3,3,1,2
39019,54,4,2,0,1,2,0
66789,94,3,3,2,2,1,2
66790,94,4,4,0,2,2,3
66791,94,3,3,0,3,3,3
66792,94,4,2,3,1,1,2
66793,94,3,4,4,3,1,1
66794,94,4,3,0,0,3,2
66795,94,2,4,1,2,1,4
66796,94,3,3,2,2,3,3
66797,94,2,2,0,2,1,2
66798,94,3,3,0,2,3,4
66799,94,2,2,0,0,4,3
66800,94,3,4,2,1,2,3
66801,94,2,4,0,1,3,3
66802,94,4,3,0,3,1,3
66803,94,3,4,0,3,3,2
66804,94,2,3,2,3,1,3
66805,94,4,4,2,2,3,2
66806,94,3,3,1,0,1,3
66807,94,3,4,1,3,1,1
66808,94,2,3,1,2,3,0
66809,94,3,4,0,1,2,2
66810,94,2,2,0,3,1,1
66811,94,4,4,0,0,3,1
66812,94,2,3,2,3,4,0
66813,94,4,4,0,2,1,3
66814,94,3,4,2,2,3,0
66815,94,2,3,0,2,1,1
66816,94,3,2,1,1,2,2
66817,94,4,4,1,2,3,2
66818,94,4,4,1,2,4,3
66819,94,3,4,2,1,1,4
66820,94,2,4,2,0,0,1
66821,94,3,3,3,1,3,2
66822,94,4,4,0,3,1,2
66823,94,4,3,0,1,3,4
66824,94,4,4,0,3,1,2
66825,94,4,4,0,1,2,0
66826,94,3,3,1,2,3,2
66827,94,4,2,0,2,1,2
66828,94,3,3,1,1,3,3
66829,94,2,4,0,3,4,3
66830,94,4,4,3,2,3,1
66831,94,2,3,0,3,1,3
66832,94,3,4,1,3,2,4
66833,94,2,3,0,2,3,2
66834,94,4,4,0,3,1,3
66835,94,3,4,0,0,1,3
66836,94,4,4,0,0,3,3
66837,94,3,3,2,3,4,1
66838,94,1,4,0,1,1,1
66839,94,3,4,1,3,0,1
66840,94,2,3,1,0,1,3
66841,163,4,2,0,1,3,0
66842,163,3,3,0,2,1,0
66843,163,2,4,3,2,3,3
66844,163,3,4,1,3,4,2
66845,163,2,3,0,2,3,2
66846,163,4,4,3,2,1,3
66847,163,4,3,4,4,3,0
66848,163,3,4,0,2,1,4
66849,163,4,3,1,3,3,2
66850,163,3,4,0,3,1,3
66851,163,3,4,1,1,3,3
66852,163,3,3,2,1,4,3
66853,163,2,4,2,2,3,3
66854,163,3,3,0,2,1,3
66855,163,2,4,2,2,3,0
66856,163,3,3,0,2,4,1
66857,163,4,4,1,2,3,2
66858,163,3,4,2,2,4,1
66859,163,4,3,4,2,3,3
66860,163,3,4,1,3,1,3
66861,163,4,3,0,2,2,3
66862,163,4,4,4,1,3,2
66863,163,4,4,1,2,2,3
66864,163,3,3,0,1,1,1
66865,163,4,4,0,2,1,1
66866,163,4,3,0,2,1,2
66867,163,3,4,2,2,2,3
66868,163,4,3,3,1,1,2
66869,163,3,4,0,3,2,2
66870,163,4,4,0,0,1,1
66871,163,3,3,3,2,2,1
66872,163,2,4,3,0,3,4
66873,163,4,3,3,3,1,2
66874,163,4,4,0,1,2,1
66875,163,3,4,0,2,1,4
66876,163,4,4,2,3,3,2
66877,163,3,3,0,0,1,3
66878,163,2,4,0,3,3,2
66879,163,4,3,3,3,2,3
66880,163,3,3,2,3,1,3
66881,163,4,4,2,3,3,2
66882,163,4,4,2,2,1,2
66883,163,3,4,0,3,2,3
66884,163,4,4,1,0,4,1
66885,163,2,4,2,1,2,3
66886,163,1,4,1,3,3,3
66887,163,3,4,1,2,1,1
66888,163,4,4,3,3,3,3
66889,163,3,4,0,2,4,3
66890,163,2,3,2,0,3,2
66891,163,4,4,0,3,4,3
66892,163,3,3,2,2,3,4
66893,163,2,4,1,3,1,2
66894,163,3,3,1,1,3,1
66895,163,4,4,0,1,1,3
66896,163,3,4,0,2,2,3
66897,163,4,3,2,1,1,4
66898,163,3,4,3,1,3,1
66899,163,4,3,0,1,2,2
66900,163,3,4,0,2,1,1
66901,163,4,4,0,1,2,2
66902,163,3,4,0,1,1,1
66903,163,2,3,1,3,3,2
66904,163,3,4,2,2,4,2
66905,163,4,3,2,2,2,2
66906,163,3,4,0,0,3,1
66907,163,3,3,1,2,1,0
66908,163,4,4,0,1,2,1
66909,163,3,4,0,1,1,2
66910,163,4,3,2,3,3,2
66911,163,3,4,4,2,1,4
66912,163,4,4,4,2,3,4
66913,163,3,3,3,3,4,2
66914,163,4,2,2,1,2,1
66915,163,4,3,4,2,3,1
66916,163,4,4,3,2,4,1
66917,163,2,3,0,3,3,3
66918,163,1,4,2,3,4,1
66919,163,3,3,1,1,3,2
66920,163,2,4,3,2,1,3
66921,163,3,3,0,2,1,1
66924,62,2,4,3,1,3,3
66925,62,3,3,2,2,2,3
66926,62,2,4,3,1,3,3
66927,62,3,3,1,3,1,2
66928,62,1,4,0,1,1,3
66929,62,2,3,2,3,1,2
66930,62,2,4,0,3,3,1
66931,62,3,4,0,2,3,1
66932,62,2,2,0,3,3,3
66933,62,1,3,3,2,3,2
66934,62,3,4,2,2,3,1
66935,62,2,3,0,0,1,2
66936,62,3,4,3,1,3,1
66937,62,4,3,2,2,2,4
66938,62,3,2,0,3,3,0
66939,62,4,3,0,3,2,3
66940,62,4,4,0,3,3,1
66941,62,4,3,1,2,4,4
66942,62,4,4,1,2,3,1
66943,62,3,3,3,3,1,2
66944,62,4,4,2,3,3,2
66945,62,3,3,3,1,1,0
66946,62,4,4,3,0,1,2
66947,62,3,3,0,1,3,1
66948,62,2,4,3,2,1,0
66949,62,4,4,0,3,0,3
66950,62,3,4,0,3,1,0
38147,132,1,3,0,1,3,2
38148,132,3,4,0,1,1,4
38149,132,2,3,3,1,3,2
38150,132,4,4,1,3,1,2
38151,132,3,3,1,3,3,1
38152,132,2,4,0,2,1,3
38153,132,1,4,0,1,3,2
38154,132,4,4,0,2,1,1
38155,132,2,4,0,2,3,2
38156,132,3,3,3,2,1,3
38157,132,2,2,1,2,1,0
38158,132,3,3,0,3,3,3
38159,132,4,4,1,2,4,1
38160,132,4,3,2,1,1,2
38161,132,2,4,0,0,3,2
38162,132,4,3,0,3,1,1
38163,132,3,4,0,2,3,2
38164,132,3,3,1,2,1,3
38165,132,4,4,1,2,3,0
38166,132,3,3,3,3,4,3
38167,132,4,4,0,2,3,1
38168,132,3,3,0,1,1,4
38169,132,4,4,0,2,3,3
38170,132,3,3,0,2,1,2
38171,132,3,4,0,2,3,1
38172,132,2,3,0,3,4,2
38173,132,3,4,0,2,1,3
38174,132,4,3,1,1,0,2
38175,132,3,2,3,2,3,3
38176,132,4,3,0,2,4,2
38177,132,2,4,2,3,3,3
38178,132,3,4,3,3,4,4
38179,132,4,3,0,2,2,3
38180,132,3,4,1,2,3,2
38181,132,2,3,3,1,4,1
38182,132,4,2,0,3,1,4
38183,132,3,3,4,3,3,0
38184,132,4,2,3,2,1,1
38185,132,3,4,0,2,1,3
38186,132,4,3,0,2,3,0
38187,132,3,4,2,2,1,4
38188,132,2,3,0,2,1,3
38189,132,4,4,1,1,2,None
38190,132,3,3,0,1,1,2
38191,132,2,4,0,2,3,3
38192,132,3,3,1,2,1,3
38193,132,4,2,0,2,1,2
38195,211,4,3,1,3,3,3
38196,211,3,3,3,1,1,2
38197,211,2,4,0,3,3,2
38198,211,3,3,3,2,4,4
38199,211,2,2,0,3,3,2
38200,211,4,3,3,2,4,2
38201,211,3,4,1,2,1,2
38202,211,3,3,3,2,3,2
38203,211,4,3,3,2,2,3
38204,211,3,4,2,2,3,1
38205,211,1,3,0,2,4,1
38206,211,4,4,2,0,3,0
38207,211,3,3,3,1,1,2
38208,211,2,2,2,3,3,3
38209,211,3,3,3,3,4,3
38210,211,2,4,3,3,1,2
38211,211,3,3,2,3,3,3
38212,211,3,2,3,3,4,4
38213,211,4,3,0,1,3,1
38214,211,3,4,0,2,4,1
38215,211,4,3,3,3,2,2
38216,211,3,2,0,1,3,2
38217,211,4,3,1,1,4,1
38218,211,4,2,1,1,3,0
38219,211,2,3,3,3,4,2
38220,211,3,2,4,2,3,3
38221,211,2,3,0,3,1,1
38222,211,4,,0,2,2,1
38223,211,3,,2,2,3,0
38224,211,4,3,2,2,3,0
38225,211,3,4,3,1,4,1
38226,211,2,4,0,1,3,2
38227,211,2,3,0,2,2,2
38228,211,3,4,1,1,1,2
38229,211,2,4,0,2,3,1
38230,211,3,3,3,1,4,1
38231,211,2,2,0,2,3,3
38232,211,3,3,3,2,4,1
38233,211,3,4,0,2,3,1
38234,211,2,3,0,2,4,4
38235,211,3,4,0,0,3,0
38236,211,2,3,2,3,1,0
38237,211,4,4,1,3,1,2
38239,253,3,4,1,3,3,3
38240,253,2,3,4,2,3,3
38241,253,4,2,3,3,2,3
38242,253,3,3,2,0,3,2
38243,253,4,2,3,2,4,0
38244,253,3,4,2,3,3,1
38245,253,4,3,2,2,1,3
38246,253,2,4,3,1,3,1
38247,253,4,3,3,3,3,1
38248,253,4,4,1,3,1,3
38249,253,3,3,2,0,3,3
38250,253,4,4,0,1,2,4
38251,253,3,3,0,1,3,3
38252,253,4,2,3,2,4,2
38253,253,4,3,1,2,3,0
38254,253,3,2,0,3,4,1
38255,253,4,3,3,1,3,2
38256,253,4,4,3,1,2,3
38257,253,3,3,1,1,3,0
38258,253,2,4,3,3,3,2
38259,253,2,3,2,1,4,3
38260,253,3,4,4,2,3,2
38261,253,4,3,0,0,4,3
38262,253,3,4,0,1,3,1
38263,253,4,3,1,3,4,4
38264,253,3,4,1,1,3,2
38265,253,4,3,0,0,4,3
38266,253,3,4,0,3,3,3
38267,253,2,3,2,3,4,3
38268,253,4,4,3,0,1,0
38269,253,3,3,0,0,3,3
38270,253,4,3,1,2,4,3
38271,253,3,4,0,1,1,2
38272,253,2,3,0,1,3,1
38273,253,3,4,3,2,4,2
38274,253,2,3,0,2,3,4
38275,253,3,4,0,2,3,1
38276,253,2,3,2,3,4,None
38277,253,3,2,3,3,1,0
38278,253,4,4,0,2,3,3
38279,253,4,3,1,3,1,1
38280,253,4,4,0,2,1,0
38282,37,3,3,0,1,3,2
38283,37,4,4,0,3,2,2
38284,37,4,3,0,2,3,0
38285,37,3,2,1,1,4,1
38286,37,4,4,2,1,1,2
38287,37,3,3,2,3,3,4
38288,37,2,3,1,1,1,4
38289,37,1,4,0,3,3,4
38290,37,4,3,0,3,4,3
38291,37,3,4,1,2,3,0
38292,37,4,2,0,2,4,4
38293,37,3,4,1,2,3,1
38294,37,2,3,3,2,2,1
38295,37,1,2,0,2,1,2
38296,37,3,3,1,2,0,2
38297,37,4,4,0,1,2,3
38298,37,3,3,0,0,1,2
38299,37,1,4,0,2,2,3
38300,37,4,3,0,2,1,2
38301,37,3,4,0,2,2,1
38302,37,4,3,1,2,3,0
38303,37,3,4,1,0,1,2
38304,37,4,3,0,2,3,4
38305,37,3,4,2,2,4,3
38306,37,2,3,3,3,3,4
38307,37,4,4,3,1,1,3
38308,37,4,4,3,0,3,4
38309,37,3,3,3,2,4,4
38310,37,4,2,0,1,3,4
38311,37,3,3,0,3,1,2
38312,37,2,4,3,3,3,2
38313,37,3,3,0,3,1,4
38314,37,2,2,1,0,3,3
38315,37,4,4,0,3,1,2
38316,37,3,4,3,3,0,2
38317,37,4,4,3,3,4,4
38318,37,2,3,2,2,1,1
38320,258,4,3,1,3,3,3
38321,258,3,4,3,3,1,3
38322,258,2,3,1,3,3,2
38323,258,3,4,2,0,2,2
38324,258,4,4,1,2,3,4
38325,258,3,3,2,2,4,0
38326,258,2,4,0,2,3,3
38327,258,3,4,0,1,2,3
38328,258,2,3,2,2,1,3
38329,258,3,2,1,1,3,0
38330,258,2,3,0,3,4,3
38331,258,3,4,0,2,3,4
38332,258,4,3,0,3,3,3
38333,258,4,4,2,2,2,2
38334,258,3,3,1,2,3,4
38335,258,2,4,0,1,1,3
38336,258,3,4,3,1,3,3
38337,258,2,3,3,3,4,2
38338,258,3,4,3,2,3,1
38339,258,4,3,2,2,4,2
38340,258,3,4,3,2,3,0
38341,258,2,4,2,2,2,2
38342,258,4,3,1,1,3,1
38343,258,3,4,0,0,2,1
38344,258,4,3,1,2,3,4
38345,258,3,4,1,3,1,0
38346,258,2,3,2,1,3,2
38348,88,2,4,2,2,1,2
38349,88,3,4,0,3,3,1
38350,88,4,3,4,0,2,1
38351,88,3,3,0,0,3,1
38352,88,2,2,3,2,2,3
38353,88,3,3,1,3,3,3
38354,88,4,4,0,3,3,1
38355,88,3,3,4,2,4,4
38356,88,2,4,0,3,2,1
38357,88,3,3,3,3,1,4
38358,88,2,4,3,2,0,1
38359,88,3,3,0,0,1,2
38360,88,4,2,0,2,3,1
38361,88,2,4,0,3,4,4
38362,88,3,3,1,3,3,1
38363,88,4,4,1,2,2,4
38364,88,3,4,2,2,3,4
38365,88,4,3,0,2,2,1
38366,88,2,4,2,2,1,1
38367,88,4,3,1,2,3,2
38368,88,4,4,1,1,2,1
38369,88,4,3,0,0,3,1
38370,88,3,4,1,0,4,3
38371,88,2,4,0,1,3,2
38372,88,1,4,3,3,4,2
38373,88,4,3,0,3,3,1
38374,88,4,4,0,0,3,4
38375,88,3,4,0,2,1,2
38376,88,4,3,2,2,2,3
38377,88,3,4,1,1,3,4
38378,88,2,3,2,1,1,2
38379,88,1,4,0,2,3,3
38380,88,2,3,0,2,1,1
38381,88,3,4,0,3,3,4
38382,88,2,3,2,2,1,1
38383,88,2,4,0,2,3,2
38384,88,2,3,2,3,4,3
38385,88,1,2,0,3,3,4
38386,88,4,3,0,3,1,2
38387,88,4,4,0,1,3,4
38388,88,3,3,1,2,1,0
38389,88,4,2,0,1,1,2
38390,88,3,3,0,2,2,2
38391,88,4,2,0,2,3,1
38392,88,4,4,0,1,2,3
38393,88,1,4,3,3,3,3
38394,88,3,3,2,2,1,2
38395,88,1,2,0,2,3,0
38396,88,2,3,2,3,3,1
38397,88,3,4,4,2,4,4
38398,88,1,3,0,3,1,0
38399,88,4,2,3,3,3,3
38400,88,2,3,1,1,1,1
38401,88,1,4,1,3,0,4
36289,212,2,3,1,2,3,2
36290,212,3,2,1,1,2,0
36291,212,2,3,1,1,3,2
36292,212,4,4,0,1,2,1
36293,212,4,3,1,3,3,4
36294,212,2,4,0,2,1,3
36295,212,3,3,1,2,1,0
36296,212,4,4,2,1,3,1
36297,212,3,3,2,1,2,3
36298,212,2,4,3,1,1,3
36299,212,4,3,0,3,3,2
36300,212,4,4,0,3,2,4
36301,212,3,3,0,3,3,3
36302,212,2,4,0,3,1,3
36303,212,3,4,2,3,3,0
36304,212,2,3,0,2,1,2
36305,212,3,2,0,2,3,2
36306,212,4,4,0,1,1,2
36307,212,3,3,0,2,3,4
36308,212,4,2,3,1,3,1
36309,212,3,3,0,3,3,4
36310,212,4,2,1,0,4,3
36311,212,3,3,0,2,3,2
36312,212,3,2,0,2,4,1
36313,212,4,4,1,2,1,0
36314,212,3,3,3,2,3,2
36315,212,2,4,1,2,1,0
36316,212,3,3,0,2,3,3
36317,212,1,2,2,1,2,3
36318,212,4,3,0,1,1,2
36319,212,3,2,0,1,3,2
36320,212,4,4,0,0,1,4
36321,212,3,3,2,2,3,0
36322,212,4,4,0,2,2,1
36323,212,2,3,1,3,3,1
36324,212,3,4,0,2,4,None
36325,212,1,3,0,1,3,3
36326,212,2,4,3,2,2,2
36327,212,3,3,0,2,3,2
36328,212,2,2,0,2,1,3
36329,212,3,4,0,2,3,3
36330,212,2,4,1,3,4,4
36331,212,2,3,3,2,3,1
36332,212,3,4,0,1,1,2
36333,212,2,4,1,2,3,3
36334,212,3,4,3,2,1,3
36335,212,3,3,3,3,3,3
36336,212,4,4,0,2,1,4
36337,212,4,3,0,0,3,3
36338,212,3,2,3,3,2,3
36339,212,4,3,0,3,1,3
36341,249,3,2,0,1,3,2
36342,249,2,3,1,2,2,3
36343,249,3,2,0,1,1,3
36344,249,2,3,2,1,3,3
36345,249,3,4,0,2,3,3
36346,249,2,3,0,0,3,3
36347,249,2,2,0,0,1,0
36348,249,3,3,0,2,3,3
36349,249,4,4,0,2,1,4
36350,249,3,3,3,1,3,0
36351,249,4,2,2,0,4,1
36352,249,3,3,2,1,1,1
36353,249,2,2,0,2,3,0
36354,249,3,4,3,2,4,1
36355,249,4,3,0,4,3,1
36356,249,3,4,0,3,2,0
36357,249,2,3,0,1,3,2
36358,249,1,4,2,1,2,3
36359,249,4,3,4,3,3,3
36360,249,2,3,2,2,1,3
36361,249,3,2,3,2,3,1
36362,249,4,3,0,2,1,4
36363,249,3,3,0,3,2,4
36364,249,2,4,0,1,3,4
36365,249,3,4,1,2,4,1
36366,249,4,4,0,0,3,1
36367,249,3,3,0,0,1,0
36368,249,4,3,0,3,3,1
36369,249,3,4,0,0,2,4
36370,249,4,3,2,3,3,2
36371,249,3,4,1,0,1,2
36372,249,4,4,2,1,3,3
36373,249,3,3,1,2,4,2
36374,249,2,2,1,3,3,3
36375,249,,3,0,3,4,0
