id,text,teacher_uptake_student,student_uptake_teacher
38336,"STUDENT:
    If Christ hadn't needed the boat for work he would have borrowed it to Anton. TEACHER:
    My guess is that in Italian 'borrow' and 'lend' are the same verb :) he would have lent it to Anton!",0.999469063,0.856589148
38337,"STUDENT:
    If Barbara's father had grew up in another time he would have been more open-minded and let Barbara choose who to marry. TEACHER:
    Nearly! had ___ up in another time",0.974523368,0.921383467
38338,"STUDENT:
    They are indeed, but to be fair I was a bit dubious about which verb to use...
    grown TEACHER:
    lend (lent, lent) = let someone temporarily have something that belongs to you
    borrow: borrow some money from a bank, borrow a book from the library, May I borrow your pen, please?
    And which of them is a synonym of 'loan'?",0.44010848,0.495703083
38339,"STUDENT:
    I see :) The difference is between the fact that you are actively 'giving' something or 'taking' something...
    A loan is something you ask to the bank, so I'd go for 'borrow'...
    But I didn't know load is a verb too TEACHER:
    Yes! Like in Italian, it's the same verb in my native language, so I could recognize the problem :) But there's a very clear distinction in English. Also, you don't use 'have' instead of 'borrow'
    There's a big difference between 'you can have it' and 'you can borrow it'!
    If you say 'you can have it', you don't expect 'it' back!",0.997263463,0.99873206
38340,"STUDENT:
    That's quite clear to me TEACHER:
    Ok, sure!
    to take out a loan / apply for a bank loan means to borrow money from a bank or to try to do so",0.526065596,0.800254377
38341,"STUDENT:
    Haha I know :) Unless you say something like 'you can have it for a couple of days, but I need it this Sunday' TEACHER:
    But 'to loan' means 'to lend'",0.872616181,0.163781082
38342,"STUDENT:
    (I hope I'm not making up an expression) Oh...okay TEACHER:
    Banks loan money
    Yes, exactly, it would be clearer to say 'you can borrow it for a couple of days!'",0.102827934,0.636697033
38343,"STUDENT:
    So my reasoning was wrong...ok...I guess it is more formal
    I mean loan is used in more formal situations, right? TEACHER:
    Ooh, we're out of time!",0.117431078,0.994129084
38344,"STUDENT:
    Or maybe with money/institutions? TEACHER:
    Yes, absolutely!",0.559211353,0.425052365
38345,"STUDENT:
    13:59 on my laptop TEACHER:
    Loan is more formal!
    Right, thank you very much for participating in this project! It's been a pleasure to chat with you over the last few months :)
    You've still got my email address if you'd like to contact me one day, I'll be very happy to hear from you!",0.724716305,0.811699171
38346,"STUDENT:
    Thank you! It was a pleasure for me too! And also a great opportunity for me, and science :)
    Of couse! You have my e-mail too, for instnace if you ever need some suggestions about what to visit in Italy ;)
    Thank you again! And have a great summer! Bye, bye! TEACHER:
    Oh that would be so nice, I hope we can go next year! I'll definitely turn to you for suggestions
    Thank you, and all the best to you and your family! Bye <STUDENT>!",0.988307415,0.982177765
38348,"TEACHER:
    Hi <STUDENT>! STUDENT:
    hello",,0.997593611
38349,"TEACHER:
    Sorry to hear you want to sleep! STUDENT:
    :)",,0.729467473
38350,"TEACHER:
    How's life? Are you still in Vinnytsa? STUDENT:
    everything is okay
    I am in Kovel now",,0.987129881
38351,"TEACHER:
    Nice! Visiting family again? STUDENT:
    no, just visiting friends",0.945196195,0.998847592
38352,"TEACHER:
    Sounds good. I've never been to Kovel - is it nice? STUDENT:
    Yes, but is little",0.899743631,0.856975766
38353,"TEACHER:
    Ok STUDENT:
    the highest house here is with 9 levels",0.922669241,
38354,"TEACHER:
    ah, the tallest building STUDENT:
    and there are not a lot good shops to by clothes",0.970724471,0.346022062
38355,"TEACHER:
    There are no tall buildings in my town at all! Maybe three floors maximum STUDENT:
    wow
    I am living on the 20th floor (in Kyiv)",0.421176372,0.951587601
38356,"TEACHER:
    Oh wow!
    But most of England is very low rise, and most houses are two floors, including ours.
    In a house, both floors belong to the same owner, so you have a downstairs (usually living room, dining room and kitchen) and an upstairs area (usually bedrooms) STUDENT:
    Yeah, I understand",0.986598303,0.291484763
38357,"TEACHER:
    Some people live in flats, especially in big cities, and flats are usually on one level. Which is probably why they are called 'flats', now that I'm thinking about it STUDENT:
    I think it is better to live in a house",0.6326915,0.86179946
38358,"TEACHER:
    And what do you call a house that has only got the ground floor? STUDENT:
    what do you mean?",0.991065407,0.767975732
38359,"TEACHER:
    Do you know the word for a house that hasn't got an upstairs? STUDENT:
    no",0.831723964,0.883608791
38360,"TEACHER:
    a bungalow STUDENT:
    oh",,0.862213915
38361,"TEACHER:
    the stress is on the first syllable STUDENT:
    I didn't now it, but I know it is the same on Russian",,0.720338495
38362,"TEACHER:
    Old people sometimes move to bungalows because of mobility problems. But it's not just for older people, obviously
    it's the same ___ Russian STUDENT:
    in",0.995177306,0.560850838
38363,"TEACHER:
    yes!
    I've got a nice mystery picture for you today, I couldn't guess what it was! I'll send you the link on Skype
    What do you think it could be? STUDENT:
    it might be a tree?",,0.664938889
38364,"TEACHER:
    Good idea, but no!
    and a good modal verb :) STUDENT:
    it might be an animal?",0.864080085,0.205958171
38365,"TEACHER:
    yes, closer!
    What kind of animal? STUDENT:
    a fish?",0.999331246,0.969757267
38366,"TEACHER:
    nope! STUDENT:
    a bug?",0.897159232,
38367,"TEACHER:
    warmer, warmer STUDENT:
    a butterfly?",0.753666917,0.899199692
38368,"TEACHER:
    yes, you got it!! well done! STUDENT:
    yay",0.616133404,0.899912057
38369,"TEACHER:
    the image is ____ (made much to look much bigger, so that you can see it in detail)
    sorry, 'made to look much bigger'
    do you remember the word? m------ed STUDENT:
    mo------ed",,0.995120862
38370,"TEACHER:
    no! magni---- STUDENT:
    magnified!",,0.9859785
38371,"TEACHER:
    yes! and what do we call a device that allows us to see objects as if they were bigger? STUDENT:
    magnifier",,0.495349246
38372,"TEACHER:
    yes, or magnifying glass
    Ok, let's quickly go through our modals of deduction. If you think it's possible that something happened, you can say 'It ___ ____ happened' STUDENT:
    might have",,0.582943053
38373,"TEACHER:
    yes!
    If you are sure that this is what happened? STUDENT:
    must have",0.785309023,0.757554892
38374,"TEACHER:
    yes, and if you are sure it didn't happen? STUDENT:
    can't have",0.719644668,0.603399813
38375,"TEACHER:
    yes, correct!
    Ok, I just got back from a week of holiday, could you use modals of deduction to make sentences about what I did / where I went etc.? Just to practise those STUDENT:
    what do you mean?",0.478120832,0.396536187
38376,"TEACHER:
    for example, you could say, <TEACHER>, you can't have been abroad because of the quarantine.
    You could have gone to the countryside, or something like that
    Are you still feeling confused? STUDENT:
    yes
    what did you mean by what you did/where you went?",0.839528636,0.772123653
38377,"TEACHER:
    Well, you don't know what I did and where I went on holiday, right? But you might have some ideas, and that's where the modals of deduction come in. STUDENT:
    like You must have been at home or You can't have been to Italy",0.998238821,0.577883294
38378,"TEACHER:
    For example, I'll try to make sentences about your trip to Vinnytsa
    Yes, all good
    You must have enjoyed Vinnytsa because it's quieter than Kyiv
    You might have been a bit bored because there might have been fewer things to do than at home
    You can't have missed the famous Vinnytsa fountains
    Things like this STUDENT:
    okay
    do you want me to tell you a funny story?",0.988264623,0.625709806
38379,"TEACHER:
    Please! STUDENT:
    do you know smeshariki?",0.850435561,
38380,"TEACHER:
    The cartoon? STUDENT:
    yes",0.564745962,0.881411539
38381,"TEACHER:
    I do STUDENT:
    so yesterday I was on a beach",,0.719948496
38382,"TEACHER:
    Ok STUDENT:
    and my face was very red yesterday",0.770237454,
38383,"TEACHER:
    Did you catch the sun? STUDENT:
    yes",0.928898937,0.856622739
38384,"TEACHER:
    Oh no! STUDENT:
    and my friend made me funny 'things' on my head
    so the looked like a needles so I thought I looked like Yozhik from smeshariki!
    ( I will have curly hair after it)",,0.909770687
38385,"TEACHER:
    Haha, oh no!
    Oh I see, did your friend curl your hair? STUDENT:
    If you want to, I can send you how do I look like now",0.994194645,0.581014829
38386,"TEACHER:
    Ok, on Skype, right STUDENT:
    it is now easy to explain",0.839884813,0.532148454
38387,"TEACHER:
    Oh, they are almost like dreadlocks, very cool! STUDENT:
    after that they must be very curly",0.504592171,0.982827211
38388,"TEACHER:
    after that ___ must be very curly
    (hair) STUDENT:
    it?",0.9994958,0.574646229
38389,"TEACHER:
    Yes! Like in Ukrainian, right?
    but not like in Russian STUDENT:
    yeah",,0.665199872
38390,"TEACHER:
    Ok, <STUDENT>, something I wanted to ask you. What would you like to learn about in the rest of our classes? Some topics that you find interesting or anything? Because, unlike at school, we don't have to follow the book STUDENT:
    some topics I find interesting
    everything I wrote in the form",,0.999073469
38391,"TEACHER:
    What topics for example? I remember you are into chess and coding, is that right? STUDENT:
    yes
    and math",0.969939225,0.725702723
38392,"TEACHER:
    Are you a competitive chess player or do you play for fun?
    And math, yes! STUDENT:
    for fun",0.997359537,0.995315568
38393,"TEACHER:
    cool! do you enjoy any other board games? STUDENT:
    monopoly",0.930622951,0.75846295
38394,"TEACHER:
    Ok, and can you tell me a bit about your coding hobby? STUDENT:
    I don't really what to say
    like when is it or where?",,0.179101295
38395,"TEACHER:
    Well, what language you use, what programmes you write STUDENT:
    we use C++
    on usual lessons we used Unity",0.775551524,0.889706446
38396,"TEACHER:
    Did you learn any of these at school? STUDENT:
    but on quarantine we just used a site to train, because not all the computers can have Unity
    in school I learn Python
    it is absolutely different",0.807275645,0.974279677
38397,"TEACHER:
    Oh wow, I'm impressed that Python is now taught at schools! STUDENT:
    it is only in our school I think:(",0.998931965,0.979262707
38398,"TEACHER:
    Ah, I see! Makes sense STUDENT:
    and you must be in a C class",0.879392318,0.848589174
38399,"TEACHER:
    What's a C class? STUDENT:
    and special ITC group
    ABCD classes
    like 6-B",0.999506186,0.977874453
38400,"TEACHER:
    Ah, got you STUDENT:
    you see",0.792638123,0.646867716
38401,"TEACHER:
    Ok, <STUDENT>, I'll let you go enjoy your day, thank you, and see on Thursday same time? STUDENT:
    okay
    goodbye
    have a nice day!",0.543089966,0.965084058
38712,"STUDENT:
    <STUDENT>
    oops TEACHER:
    Hi <STUDENT>!",0.525964294,
38713,"STUDENT:
    Hello <TEACHER>!
    I'm sorry for being late TEACHER:
    No worries :)",0.925832839,0.999054958
38714,"STUDENT:
    I had a class of Russian with a student and he was half hour late ( TEACHER:
    Oh no! Was it an online class?",0.963310261,0.764889044
38715,"STUDENT:
    Yes. It was in Skype
    He's in Germany
    And forgot about the time difference TEACHER:
    I see! You certainly have an exciting job! (so do I I think :)",0.932797417,0.983945077
38716,"STUDENT:
    Depends on the student)) TEACHER:
    I wouldn't even know where to start if I was teaching Russian. I mean, Russian / Ukrainian words just change all the time",0.557116896,0.791752089
38717,"STUDENT:
    That was me 6 years ago))) TEACHER:
    Well, I suppose this is the difference between a professional language teacher and a native speaker of the language",0.736914336,0.464876165
38718,"STUDENT:
    I also couldn't figure out how to do it
    I did my homework by the way
    Right after our last lesson TEACHER:
    Oh lovely, I did the reading too :)",0.727032646,0.619610345
38719,"STUDENT:
    The task seemed pretty challenging TEACHER:
    I've got the answer key, by the way, don't worry, I'm not just checking your answers against mine",0.615407224,0.884307791
38720,"STUDENT:
    It is actually one of my least favourite tasks
    No worries at all))) TEACHER:
    Which one? the missing paragraphs one?",0.487973552,0.612330569
38721,"STUDENT:
    Yours are as good as the answer keys
    Yes, the missing paragraphs TEACHER:
    I wish! I got a couple wrong with the missing paragraphs! Like you say, a tough task",0.999221795,0.999464324
38722,"STUDENT:
    This type gets extra difficult starting from the Advanced level TEACHER:
    The trouble is, if you get just the one wrong, you're likely to get at least one more wrong too because you might have already used the paragraph you needed",0.548455462,0.760678378
38723,"STUDENT:
    Exactly TEACHER:
    Ok, shall we have a look?",,0.775822228
38724,"STUDENT:
    Yes! Let me open the file
    ready
    Ok.
    37 D TEACHER:
    yes!",0.273502318,0.926173199
38725,"STUDENT:
    38 H TEACHER:
    yes :)",0.559720127,
38726,"STUDENT:
    39 F TEACHER:
    yes!",0.492168535,0.763923598
38727,"STUDENT:
    40 ......B TEACHER:
    yes!",0.532988004,
38728,"STUDENT:
    41 A TEACHER:
    yes!",0.480498319,
38729,"STUDENT:
    42 E TEACHER:
    yes!",0.544047171,
38730,"STUDENT:
    43 G TEACHER:
    Yaaaay!",0.791640513,
38731,"STUDENT:
    WOW TEACHER:
    You did it!!!",,
38732,"STUDENT:
    I was 100 per cent sure something's wrong TEACHER:
    Nope, you crushed it :)",0.923204718,0.904217923
38733,"STUDENT:
    Wow
    #ERROR!
    I'm happy TEACHER:
    Well done! You should be!",0.963932465,0.909559251
38734,"STUDENT:
    I do really hate those tasks though
    <ANOTHER STUDENT> can tell you how I struggled while completing it TEACHER:
    Haha, yes. My strategy when I was preparing for CPE was a lot of underlining
    with a pencil",0.887659501,0.791341851
38735,"STUDENT:
    I need to print it then TEACHER:
    I would underline the words that link the two paragraphs (before and after)",0.700088391,0.597792798
38736,"STUDENT:
    Yes!
    I do the same just in my head TEACHER:
    True! You also need to know whether your exam will be paper-based or computer-based
    Because obviously, there's no use getting used to underlining in  a computer-based exam",0.454811671,0.74273401
38737,"STUDENT:
    Which one is more common? TEACHER:
    But I think a computer-based one allows you to drag-and-drop paragraphs, which can also be quite visually helpful
    I don't know what it's like in Kyiv now! I sat the paper-based one, but it was, like 10 years ago now",0.272985956,0.212829882
38738,"STUDENT:
    That would be great if they do it TEACHER:
    It all depends on the exam centre and whether they have enough computers and which model they prefer",0.693545777,0.098904283
38739,"STUDENT:
    I see
    Which center is the best for this type of exams?
    In your opinion TEACHER:
    British Council was the only one that offered CPE at the time, but Grade might do it now too",0.85801411,0.998870572
38740,"STUDENT:
    Now there are plenty TEACHER:
    It shouldn't matter, the exam experience should be the same across the world, this is the job of an exam centre",0.560575588,0.591677879
38741,"STUDENT:
    from what I've managed to find
    BC is the optimal choice I guess TEACHER:
    And Grade or the BC, you will probably get the same speaking examiners because there are very few examiners who are qualified to do CPE (<TEACHER'S HUSBAND> used to do it)
    I liked the BC, they had a nice cafe :)",0.988147178,0.450874937
38742,"STUDENT:
    I see. TEACHER:
    the one in Podil
    But like I say, they were the only option",0.871276691,0.699005586
38743,"STUDENT:
    Oh nice. A cafe! That's a definitive pro for me TEACHER:
    A bit of useless trivia: one of the CPE examiners in Kyiv is the wife of Andrei Kurkov, the writer",0.624310534,0.212538314
38744,"STUDENT:
    Is he a famous writer?)) TEACHER:
    I've never read him, to be honest! I keep meaning to. But I saw his books in English bookshops",0.993355508,0.987457446
38745,"STUDENT:
    So he writes in English? TEACHER:
    Is he quite famous in Kyiv?",0.97435276,0.993744883
38746,"STUDENT:
    Never heard of him TEACHER:
    Hmm, I presume they are translations, but I might be wrong! His wife is English, so he might be bilingual",0.967476233,0.994895654
38747,"STUDENT:
    I'll look him up TEACHER:
    This is what Wiki has to say
    Andrey Yuryevich Kurkov is a Ukrainian novelist and an independent thinker who writes in Russian. He is the author of 19 novels, including the bestselling Death and the Penguin, 9 books for children, and about 20 documentary, fiction and TV movie scripts.
    An independent thinker! :))",0.760822713,0.88342234
38748,"STUDENT:
    What a biography. Did his wife compose it? )))) TEACHER:
    I wonder that :))",0.740583529,0.969297141
38749,"STUDENT:
    Interesting )) TEACHER:
    He's quite prolific it seems. Amazon.uk is offering me lots of books by him, now that I've googled him :)",0.84292064,0.827418784
38750,"STUDENT:
    Amazon follows you TEACHER:
    Definitely!",0.861495301,0.994846025
38751,"STUDENT:
    I saw a funny tik tok video couple of days ago TEACHER:
    Oh, before we continue, I'll just mention that I'll take some time off (or more like <TEACHER'S CHILD> will be off starting from next week) and be back to chats from Monday January 4. I do understand this is bang in the middle of the festive period for you, so do let me know whether you'd like a class on January 6
    Tik tok! You're way more social media savvy than me!",0.990784245,
38752,"STUDENT:
    I saw it on IG
    Ok sure! Let's try the 6th TEACHER:
    See, I don't even know what IG is :)",0.545812689,0.416289799
38753,"STUDENT:
    instagram TEACHER:
    Ah, ok! the Gram :))",,0.778378435
38754,"STUDENT:
    I hate tik tok actually TEACHER:
    Ok, Jan 6th!
    It's quite new, isn't it?",0.684863842,0.792726281
38755,"STUDENT:
    Yes. The audiences there ... it's just sad. TEACHER:
    So is the idea that it's videos? Like insta, but videos?
    Why is it sad?",0.992250827,0.717820804
38756,"STUDENT:
    Anyway, the video was about a wife  after seeing her husband leaving his mobile phone on the table and going to the shower, takes the phone and talks to eat
    to it*
    very slowly she says
    Buy flowers Kyiv' 'buy new Iphone 11 Kyiv centre' 'Beautiful roses Kyiv;
    trying to train the search engines
    so that later they can show her husband a targeted ad TEACHER:
    haha, oh goodness!
    now there's a new way to plant ideas into people's heads",0.826870398,0.990319026
38757,"STUDENT:
    Smart, right?
    Now you know how to plant a gift idea into <TEACHER'S HUSBAND>'s head TEACHER:
    Devious!
    Haha, I just ask :)",0.974109029,0.999407838
38758,"STUDENT:
    I'll try it with <STUDENT'S HUSBAND>. See if it works)) TEACHER:
    Let me know!",0.95782743,0.799647118
38759,"STUDENT:
    Asking is always better!
    sure
    For the sake of the experiment TEACHER:
    in case he doesn't get the hint :)",0.739510469,0.640609463
38760,"STUDENT:
    <STUDENT'S HUSBAND> is bad at hints
    He's bad even when I directly ask for something particular. TEACHER:
    :))) oh no!",0.682517051,0.998035673
38761,"STUDENT:
    He just forgets what it was right away TEACHER:
    <STUDENT'S CHILD> will have to train him up",0.958393617,0.87835082
38762,"STUDENT:
    The mind of a simultaneous interpreter
    I guess TEACHER:
    Oh, true, he kind of clears the cash immediately?",0.362203209,0.813369094
38763,"STUDENT:
    <STUDENT'S CHILD> will persevere
    Exactly. That's how I call it too TEACHER:
    That's ___ I call it too",0.998559354,0.38529563
38764,"STUDENT:
    what
    )) sorry TEACHER:
    yes :)
    no worries! I know it's hard!
    it's still hard for me to think of hair as 'it'
    I have to make a conscious effort",0.93674916,0.789883027
38765,"STUDENT:
    Old habits die hard TEACHER:
    definitely!",0.915876984,0.781838921
38766,"STUDENT:
    You want to say 'they'? TEACHER:
    Die hard, I wonder if <TEACHER'S HUSBAND>'s going to make me watch it this Xmas. It's a Xmas movie in the UK!
    Yep!",0.394621948,
38767,"STUDENT:
    I know. My sis just told me yesterday that they watched it together with her boyfriend and decorated the Xtree TEACHER:
    Oh, where does she live? I forgot",0.542976807,0.970320706
38768,"STUDENT:
    What movie is your Xmas movie?
    She lives in Kyiv now
    She used to live in London. And before that she'd lived in Boston TEACHER:
    Well, the kiddie ones, like the Grinch and Christmas Chronicles. Love Actually (soppy, I know!) and musicals (poor <TEACHER'S HUSBAND>!)",0.975724913,0.99509891
38769,"STUDENT:
    Love Actually! My all-time favourite Xmas movie TEACHER:
    Snap! :))",0.688418512,0.994955086
38770,"STUDENT:
    What about Home Alone? TEACHER:
    I've never watched it! Weird, I know! Maybe it's time",0.289642679,0.823503864
38771,"STUDENT:
    Maybe instead of Diehard? TEACHER:
    Maybe!",0.982584363,0.804188592
38772,"STUDENT:
    The humour is pretty much on the same level TEACHER:
    Haha :))) excellent
    Yes, Die Hard for me is Snape crashing a Xmas party",0.75469115,
38773,"STUDENT:
    The 1 and the 2 are the only good ones
    ahahaha
    Oh yes, I forgot he was in it
    A German guy TEACHER:
    Yes :) Alan Rickman
    And in Love Actually too, actually!",0.550167148,0.60210098
38774,"STUDENT:
    He's adorable TEACHER:
    I know it's a bit weird to practise speaking in this format, but shall we have a go at a couple of speaking questions from CPE?
    C2 Proficiency, I should say
    He is lovely, yes!",0.9531489,0.875264449
38775,"STUDENT:
    The way he grunts -- I just love it TEACHER:
    He grunts?? Maybe I do have to rewatch Die Hard :))",0.999314922,0.71354756
38776,"STUDENT:
    How about when this Cambridge experiment's over and you have more free time, I'll take some extra lessons in Skype to practise speaking and writing?
    Meanwhile, we can continue with the test part of the exam? TEACHER:
    Ok sure, we can do that! Even though writing is actually perfect for this format, I do it with other students
    Would you like a writing homework for the Xmas holiday? (I'm so good at Xmas presents!)",0.988117331,0.609794195
38777,"STUDENT:
    Oh. Only speaking then, right.
    I would! TEACHER:
    Yes, C2 writing is tough and it pays to start early!
    The main reason it's tough is the time limit: 1 h 30 min to write two essays",0.479220564,0.814782845
38778,"STUDENT:
    I think for me speaking and writing will be tough
    Really? 90 minutes?
    It is scary TEACHER:
    Well, you're fluent, so not too tough, but at C2 level you obviously aim to impress, not just speak and write",0.988797622,0.998582076
38779,"STUDENT:
    That's the problem )) TEACHER:
    Yes, and each essay should be 280-320 words",0.809783227,0.572477605
38780,"STUDENT:
    Anyway, what would you like me to write about?
    OMG
    Maybe passing this exam is not such a good idea after all))))) TEACHER:
    Yes, that's another thing to think about in terms of computer-based / paper-based. If you type fast, a computer-based exam could give an advantage",0.989161021,0.834411951
38781,"STUDENT:
    I think it's more or less the same speed TEACHER:
    Well, we can give it a go and practise! You didn't think you'd be good at reading and use of English, remember?
    There are two parts to a writing exam. You have no choice of task in part 1, but in part 2 there are a few options
    Hold on a sec, I'll email you the paper",0.13419851,0.285684582
38782,"STUDENT:
    Yes-yes. I tend to underestimate myself ))
    OK
    Thank you TEACHER:
    There goes, have a quick look please",0.328533029,0.591480673
38783,"STUDENT:
    ok
    opened it TEACHER:
    Part 1 is a summary task. I would start with Part 2 just this one time
    Because there's a method to the summary task that we won't have time to discuss today",0.539812799,0.723797016
38784,"STUDENT:
    Understood
    So Task 2 then TEACHER:
    Could you have a look at Part 2? Which option would you like?",0.942703077,0.977789316
38785,"STUDENT:
    Hard to tell
    all of them are terrible TEACHER:
    I know!! :))))",0.877099617,0.160650015
38786,"STUDENT:
    4 I guess TEACHER:
    Well, I suppose the question is, which one would be easiest to write about and work some good language in?",0.540760761,0.862205135
38787,"STUDENT:
    The only one I can relate to is number 4 TEACHER:
    I would also go for 4 it was me. Unless I knew lots of good words to describe a building :))",0.872443467,0.723493952
38788,"STUDENT:
    or a cartoon book
    ))))
    Do I start like
    Dear ,,, TEACHER:
    Yes, you can work in lots of emotion vocab, and stuff like 3rd conditionals (what would have happened if you hadn't decided...)
    and inversions! Little did I know at the time that...",0.577825083,0.632348649
38789,"STUDENT:
    A nice tip! thank you! TEACHER:
    Yes, absolutely, you need a formal letter",0.613997787,0.542064313
38790,"STUDENT:
    So starting with 'Dear sir' will be ok? TEACHER:
    It's kind of a cross between a letter and an essay
    Dear Sir or Madam,",0.992029909,0.845811969
38791,"STUDENT:
    OK
    Got it
    I'll try
    I'll send it to your emal
    email TEACHER:
    I have decided to take part in ... I have seen the invitation to share... in your magazine
    Something like that, to start with",0.372739117,0.245433476
38792,"STUDENT:
    Thank you! TEACHER:
    You can do it! :))",0.806252688,0.553436503
38793,"STUDENT:
    Have a great holiday!
    I'll do my best TEACHER:
    Thank you! You too, have a lovely time with your family!",0.976914258,0.89517166
38794,"STUDENT:
    Thank you! Bye! TEACHER:
    I'll talk to you in the new year! (we can obviously keep in touch on Messenger in the meantime)
    Bye <STUDENT> :)",0.974120424,0.983517129
38796,"STUDENT:
    Hi <TEACHER>! TEACHER:
    Hi <STUDENT>!
    How are you?",0.999435449,
38797,"STUDENT:
    Fine thank you
    And you? TEACHER:
    Are you at home or at work?
    Same old, thank you. Lockdown life!",0.963263933,0.542712746
38798,"STUDENT:
    At work now, I've had one more strength training today
    Maybe yesterday my muscles will thank me ) TEACHER:
    Oh cool! I usually try to avoid strength training :)",0.995891166,0.996511421
38799,"STUDENT:
    Me too ) TEACHER:
    You mean tomorrow?
    It's good to challenge yourself though, well done you!",0.837555997,0.88201796
38800,"STUDENT:
    But I would like to have three trainings per week and there are one pilates, one yoga and one strength training every week
    Sure, sorry! Tomorrow )
    Why I've used yesterday ) TEACHER:
    No worries :)",0.912944557,0.968818289
38801,"STUDENT:
    Actually last time I'm not sure that I need to challenge myself often ) TEACHER:
    Were your muscles really sore?",0.820798597,0.883274996
38802,"STUDENT:
    Even more
    I try to be more relaxed ) TEACHER:
    Ha, I see! This can be a challenge too, but it is important!",0.672672489,0.688787722
38803,"STUDENT:
    There are too many things to worry in our life that I try to be йгшуе шт ьн щцт щту )
    ohhh TEACHER:
    Oh, have you watched anything interesting in English recently? How's it going with Netflix?",0.619861316,0.749102651
38804,"STUDENT:
    I try to be quite in my own one )
    Agree! It's a challenge for me to be relaxed ))
    Ok
    It's funny TEACHER:
    Yes, well said! Did you mean 'quiet'? As in 'peaceful and quiet'?",0.791376374,0.041533729
38805,"STUDENT:
    WE've started watching Method Kominsky with <STUDENT'S HUSBAND> TEACHER:
    Oh, I love the Kominsky Method!!!",0.999465201,0.241865329
38806,"STUDENT:
    It's his first series ) He feels beat
    )
    is it right expression&amp; TEACHER:
    Haha, well, it's a good series to start with!",0.966552631,0.678994125
38807,"STUDENT:
    Have you seen it? )
    I like it
    It's easy and funny ) TEACHER:
    He feels defeated? Like you won (or TV won) and he lost?
    Yes, we watched both seasons. I think there are only two seasons",0.171308314,0.747748771
38808,"STUDENT:
    Like he's never seen series and thought that he wouldn't
    And now he's watching
    *he's never watched
    Yes. We've started the second season recently TEACHER:
    Hmm, I'm trying to think how he might feel
    Is he pleased he's watching it now?
    The actors are just superb in it",0.99788679,0.99739165
38809,"STUDENT:
    Like he lose the battle ) TEACHER:
    Ah, ok! let me have a think",0.664193511,0.805241399
38810,"STUDENT:
    I seems like he enjoys the Kominsky Method ) TEACHER:
    I think he's feeling resigned",0.944110553,0.503585968
38811,"STUDENT:
    like in chess ) TEACHER:
    accepting that something you do not like will happen because you cannot change it'",0.602153459,0.687949944
38812,"STUDENT:
    Yeah TEACHER:
    Yes, exactly! Like 'resign the king', right? Is that what they said in the Queen's Gambit?",,0.708058924
38813,"STUDENT:
    Actually TEACHER:
    resign is an interesting verb",,0.416958609
38814,"STUDENT:
    Have you seen lego chess?
    Yes! Like resign the king ) TEACHER:
    to resign means to leave your job. For example, you go to your boss and say, 'I resign'
    Another example: teachers in England are calling on the education secretary to resign
    because they're not pleased with the job he is doing
    Ministers and other government officials can resign",0.893852511,0.993557368
38815,"STUDENT:
    uvolen?
    ) TEACHER:
    Well, there are actually two verbs in Russian. Uvolitsya for the first situation and podat' v otstavku for the second, right?",0.943436498,0.451954685
38816,"STUDENT:
    Ah! Sure TEACHER:
    But if a person leaves their job because they want to become a pensioner and not work anymore, the verb is 'to retire'",0.80457295,0.33324674
38817,"STUDENT:
    ok! I see TEACHER:
    And the time when a person is a pensioner is called 'retirement'
    Anyway, we can also say 'he's got a resigned look on his face'
    because he realized he broke his own rule and is not watching a TV series :))
    What about Lego chess? I haven't heard of that. Is it an actual Lego set?",0.841013124,0.510223443
38818,"STUDENT:
    Yes!
    One moment
    Does the link work? TEACHER:
    Oh wow! Yes, it does! A Lego chess set indeed!
    very cool",0.129058177,0.274429281
38819,"STUDENT:
    yes, I like it
    But you know
    Sometimes it broke when you play with
    <STUDENT'S CHILD> has two Frozen lego
    Do you know the cartoon? TEACHER:
    In English, some houses are marketed as 'retirement property'. People don't have to live near work anymore, they can live somewhere nice or maybe in a neighbourhood with other retired people
    Yes, I was thinking that, it's Lego, so it would break when you play it. Have you got it? Do you play with <STUDENT'S HUSBAND>?
    Yes, I know Frozen!",0.999486503,0.990802455
38820,"STUDENT:
    So when she is playing with it the construction is broking?
    Is it right expression? TEACHER:
    it's break-broke-broken
    it's breaking",0.831528432,0.626981778
38821,"STUDENT:
    Nope, we don't have Lego chess! Maybe it's a good present
    But it's quite expensive
    Sure! It's breaking! Sorry TEACHER:
    No worries. Yes, these are the troubles with Lego. It breaks and it's expensive!
    Ok! Grammar time!
    Remember our modals of deduction? could / might / may / must / can't",0.999407339,0.998915919
38822,"STUDENT:
    yes.. 0
    I think so ) TEACHER:
    He is 84. I'm sure he is retired now. ---- He ___ ___ retired now",0.353961915,0.406996525
38823,"STUDENT:
    щл
    ok
    He must be TEACHER:
    Yes, absolutely!
    He is only 50! I'm sure he is not retired yet. ---- He ___ ___ retired yet",0.955346233,0.923621629
38824,"STUDENT:
    can't be TEACHER:
    Yes, that's right!
    And could / might / may express everything in between, that we're not so sure about
    What's happening in the latest episode of Kominsky that you watched?",0.406908797,0.700368299
38825,"STUDENT:
    hm
    let me think ))) TEACHER:
    sure",0.918934494,0.435475524
38826,"STUDENT:
    ok! Lisa and Sandy have decided to be the friends
    the friends? TEACHER:
    friends!
    Oh, I remember!
    What else? :)",0.997121507,
