,id,conversation_id,text,conv1,conv2,LCS,conv1_len,conv2_len,cos,human_int_mean,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int
1954,64604,180,"student: oh, sorry. it's snowfall now! horay!  teacher: you're missing a very there    teacher: unfortunately, i still haven't received another.","oh, sorry. it's snowfall now! horay!",you're missing a very there,0,6,5,0.086405882,1.333333333,2,3,1,1,0,1,3,1,2
1955,65563,110,"student: oh, sure! reply sorry, i forgot the word ))  teacher: yes, this is useful feedback, thank you! and it would also be useful to be able to see when the other person is typing    teacher: yes, this is valuable feedback. thank you for sharing. additionally, it would be beneficial to have the ability to observe when the other individual is typing.","oh, sure! reply sorry, i forgot the word ))","yes, this is useful feedback, thank you! and it would also be useful to be able to see when the other person is typing",1,9,24,0.522073516,2.333333333,2,3,3,3,0,2,3,1,2
1956,38268,253,"student: oh, that's a lovely expression! and i am not sure i've ever encountered it...i'll write it down :)  teacher: yes, very useful! my husband says it all the time, when he's annoyed that he hasn't made any progress because he's been firefighting the minor crises ok, the next one! what would you dream job be? (they are eliciting conditionals and the grammar of speculations like could / might here!)","oh, that's a lovely expression! and i am not sure i've ever encountered it...i'll write it down )","yes, very useful! my husband says it all the time, when he's annoyed that he hasn't made any progress because he's been firefighting the minor crises ok, the next one! what would you dream job be? (they are eliciting conditionals and the grammar of speculations like could / might here!)",1,18,50,0.522073516,3,3,3,4,4,3,0,4,2,3
1957,36090,190,"student: oh, that's nice! i am also looking forward to seeing spring...so far it has really been a cold winter!  teacher: yes, it has been a colder winter! which is good, but we've all really had enough by now","oh, that's nice! i am also looking forward to seeing spring...so far it has really been a cold winter!","yes, it has been a colder winter! which is good, but we've all really had enough by now",2,19,18,0.522073516,2.333333333,2,3,4,2,0,2,3,0,2
1958,38251,253,"student: oh, the also is in the wrong position there, right? yep  teacher: haha, yes! you see it yourself, don't you?","oh, the also is in the wrong position there, right? yep","haha, yes! you see it yourself, don't you?",0,11,8,0.041850437,1,2,3,3,3,0,1,3,1,4
1959,66126,12,"student: oh,thank you.  teacher: it's common in normal informal speech - also can be quite emphatic as in lots and lots!    teacher: it is common in normal informal speech. it can also be quite emphatic, like saying lots and lots.","oh,thank you.",it's common in normal informal speech - also can be quite emphatic as in lots and lots!,0,2,17,0.065092509,2.333333333,2,3,3,2,3,2,3,2,2
1960,38777,168,"student: oh. only speaking then, right. i would!  teacher: yes, c2 writing is tough and it pays to start early! the main reason it's tough is the time limit: 1 h 30 min to write two essays","oh. only speaking then, right. i would!","yes, c2 writing is tough and it pays to start early! the main reason it's tough is the time limit 1 h 30 min to write two essays",0,7,28,0.522073516,3,2,3,3,3,0,3,3,3,3
1961,36111,190,"student: oh... i really don't know...i know many people think math is hard, so i would guess 'it's not like math' but it doesn't sound right  teacher: nope, but good guess! the expression is 'it's not brain surgery' i've got to remember to send you a link to a comedy sketch about these two expressions after class","oh... i really don't know...i know many people think math is hard, so i would guess 'it's not like math' but it doesn't sound right","nope, but good guess! the expression is 'it's not brain surgery' i've got to remember to send you a link to a comedy sketch about these two expressions after class",2,25,30,0.269005754,2.666666667,3,3,2,3,0,1,3,0,3
1962,22455,231,"student: oh... it'll be tough  teacher: well, you can always say that at the moment, in lockdown, it's hard to think of things you enjoy - as long as you give a nice answer in terms of language, it doesn't even have to be truthful!",oh... it'll be tough,"well, you can always say that at the moment, in lockdown, it's hard to think of things you enjoy - as long as you give a nice answer in terms of language, it doesn't even have to be truthful!",1,4,39,0.211477923,2.333333333,2,3,4,4,0,2,3,0,4
1963,53968,54,"student: oh...i understand, it is my mistakes. yes  teacher: ok    teacher: alright.","oh...i understand, it is my mistakes. yes",ok,0,7,1,0.523207471,1.333333333,2,3,2,2,1,2,1,2,2
1964,39099,134,"student: oh...well, then who knows how long it will last... yes, i moved here for my job: it is a very good position...and it is relatively close to my home region: without the corona it takes less about three hours by car  teacher: sure. could you fill in the gap: if it wasn't __ corona, it would take less than 3 hours","oh...well, then who knows how long it will last... yes, i moved here for my job it is a very good position...and it is relatively close to my home region without the corona it takes less about three hours by car","sure. could you fill in the gap if it wasn't __ corona, it would take less than 3 hours",1,41,19,0.315013745,3,2,3,2,3,3,3,2,2,3
1965,38262,253,"student: oh..i didn't think about synonyms...this is a trick i should remember... to be honest i don't have many synonyms...maybe stimulating, in certain contexts? noteworthy  teacher: yes, you would probably use 'interesting' in real life, and so would a native speaker, but you aren't scoring any points with it in the test as you can imagine!","oh..i didn't think about synonyms...this is a trick i should remember... to be honest i don't have many synonyms...maybe stimulating, in certain contexts? noteworthy","yes, you would probably use 'interesting' in real life, and so would a native speaker, but you aren't scoring any points with it in the test as you can imagine!",1,24,30,0.522073516,2.666666667,2,3,3,4,0,1,3,4,2
1966,63041,20,"student: ohh ok but why in the pepper they say by fuel source? paper  teacher: that's just to explain that these materials are sources of fuel but you dont need to repeat that like a title fir the charts you know for    teacher: that is just to clarify that those materials are sources of fuel, but it is not necessary to repeat that. it is similar to a title for the charts, you know.",ohh ok but why in the pepper they say by fuel source? paper,that's just to explain that these materials are sources of fuel but you dont need to repeat that like a title fir the charts you know for,1,13,27,-0.237651286,2.666666667,2,3,2,2,0,2,3,1,3
1967,47055,28,student: ohh really bad the news about your school... i guess there are not students travelling from their countries at the moment?  teacher: yes that's right and the vast majority who were here have left early while they can still get flights i'll have to scratch around getting any online work i can,ohh really bad the news about your school... i guess there are not s travelling from their countries at the moment?,yes that's right and the vast majority who were here have left early while they can still get flights i'll have to scratch around getting any online work i can,1,21,30,0.071319443,2.666666667,2,3,4,3,0,2,2,3,2
1968,63031,20,"student: ohh sl ohh sorry555  teacher: thats ok!    teacher: ok, let's make a few changes to improve it.",ohh sl ohh sorry555,thats ok!,0,4,2,0.211059406,1.666666667,2,3,2,2,3,2,2,2,2
1969,65428,74,"student: ohh sorry, i didn't see your question... what are breakout rooms?  teacher: ah ...well i've just realised i think they're only available on the zoom 'pro' account but    teacher: ah... i have come to the realization that breakout rooms are only accessible on the zoom 'pro' account. however,","ohh sorry, i didn't see your question... what are breakout rooms?",ah ...well i've just realised i think they're only available on the zoom 'pro' account but,1,11,16,0.238388735,2,2,3,2,2,2,0,3,2,2
1970,47072,28,student: ohh thank you! i try hard :) what does back-handed compliment mean??  teacher: um...a compliment that could be understood as an insult,ohh thank you! i try hard ) what does back-handed compliment mean??,um...a compliment that could be understood as an insult,1,12,9,0.153323498,2.333333333,3,3,3,4,3,1,3,2,3
1971,59325,30,"student: ohh yes, poor you! is it serious?  teacher: well i hope not - i've had a couple of operations before (sports injuries) but it might not be tat bad ...just gotta wait and see but i go a bit crazy without movement you know    teacher: i have had a few operations in the past for sports injuries. i hope this one won't be too bad. i just have to wait and see. not being able to move drives me crazy.","ohh yes, poor you! is it serious?",well i hope not - i've had a couple of operations before (sports injuries) but it might not be tat bad ...just gotta wait and see but i go a bit crazy without movement you know,1,7,36,-0.336739596,3.666666667,2,3,,4,2,1,3,0,3
1972,64466,117,"student: ohh, as usual same story in ukraine  teacher: and they also say we can't get a refund, which i'm sure is against the law!    teacher: and they also mentioned that we are unable to receive a refund, which i am certain goes against the legal regulations.","ohh, as usual same story in ukraine","and they also say we can't get a refund, which i'm sure is against the law!",0,7,16,-0.379591287,2,2,3,3,3,0,2,2,3,3
1973,63035,20,"student: ohhh   teacher: usually you'll just beed past simple = one word ok?! need maybe past perfect but only in certain circumstances...    teacher: usually, you will only need the past simple tense, which is just one word. the past perfect tense may be necessary in certain circumstances, but it is not needed here.",ohhh,usually you'll just beed past simple = one word ok?! need maybe past perfect but only in certain circumstances...,0,1,19,-0.248751118,2.666666667,2,3,2,2,2,2,2,1,2
1974,35699,219,student: ohhh now it makes sense  teacher: sidewalk! it's what americans call 'sidewalk',ohhh now it makes sense,sidewalk! it's what americans call 'sidewalk',0,5,6,-0.083121378,2.666666667,2,3,3,3,0,1,2,2,1
1975,36029,152,student: ok  teacher: *nouns,ok,*nouns,0,1,1,-0.034028063,1,2,3,3,4,0,3,1,4,2
1976,54103,83,"student: ok  teacher: 1. if schools don't re-open in september, i ____ ____ could you finish the sentence, please?    teacher: 1. in the event that educational institutions fail to resume operations in september, i am curious to know what your thoughts are on the matter.",ok,"1. if schools don't re-open in september, i ____ ____ could you finish the sentence, please?",0,1,16,0.094945828,1.666666667,2,3,3,4,0,2,3,2,4
1977,22502,125,student: ok  teacher: __ a meal,ok,__ a meal,0,1,3,0.094292356,0.333333333,2,3,3,3,0,2,2,2,2
1978,58399,92,"student: ok  teacher: because we don't have a question word, like 'how old' or 'where' or 'when' makes sense?    teacher: we don't have a question word. understand?",ok,"because we don't have a question word, like 'how old' or 'where' or 'when' makes sense?",0,1,16,0.355343777,2.666666667,2,3,2,2,2,2,3,3,3
1979,53315,7,"student: ok  teacher: by the way do you use the internet much to keep up your english? e.g. youtube ..or netflix or something    teacher: oh, i was just curious if you utilize the internet often to enhance your english skills. maybe through platforms like youtube or netflix?",ok,by the way do you use the internet much to keep up your english? e.g. youtube ..or netflix or something,0,1,20,-0.005773078,2.333333333,2,3,2,3,0,1,3,2,3
1980,36379,249,"student: ok  teacher: do your homework, do an exam, do a test, do a task, do an exercise do + ving do the cleaning, do the cooking, do the shopping, do some painting",ok,"do your homework, do an exam, do a test, do a task, do an exercise do + ving do the cleaning, do the cooking, do the shopping, do some painting",0,1,30,0.539756523,1.333333333,2,3,2,3,0,1,3,0,2
1981,22522,125,student: ok  teacher: e.g. we've been working hard but we haven't made much progress with this task __ the gardening,ok,e.g. we've been working hard but we haven't made much progress with this task __ the gardening,0,1,17,0.186679325,1.333333333,2,3,,3,0,0,3,3,2
1982,58969,36,"student: ok  teacher: for example we often just use it to draw attention to something not in a big dramatic way for example...i did want to go out later (actually)    teacher: we use it to draw attention to something, not in a dramatic way. for example, i did want to go out later.",ok,for example we often just use it to draw attention to something not in a big dramatic way for example...i did want to go out later (actually),0,1,27,0.177322396,1.333333333,2,3,3,,1,1,3,4,3
1983,58391,92,student: ok  teacher: i don't know whether it's going to rain today. __ ___ ___ to rain today?    teacher: will it rain today?,ok,i don't know whether it's going to rain today. __ ___ ___ to rain today?,0,1,15,0.586866112,2.666666667,2,3,3,3,0,3,2,1,2
1984,58401,92,student: ok  teacher: i don't know whether you have ever watched star wars.    teacher: have you watched star wars before?,ok,i don't know whether you have ever watched star wars.,0,1,10,0.586866112,2.333333333,2,3,3,3,0,1,2,1,2
1985,36031,152,student: ok  teacher: i have so much more love for strawberries than for onions)) but you don't need 'much' with an adjective in an 'as...as' comparison,ok,i have so much more love for strawberries than for onions)) but you don't need 'much' with an adjective in an 'as...as' comparison,0,1,23,0.586866112,2.666666667,2,3,3,2,0,2,3,1,4
1986,22377,64,student: ok  teacher: in some countries people prefer renting their homes to buying them. what are the advantages and disadvantages of renting? ok make sense? give me a couple of main ideas just with basic keywords if you like...i'll give you a minute ok?,ok,in some countries people prefer renting their homes to buying them. what are the advantages and disadvantages of renting? ok make sense? give me a couple of main ideas just with basic keywords if you like...i'll give you a minute ok?,1,1,41,0.125956994,1.666666667,2,3,4,3,0,2,3,2,4
1987,59615,43,"student: ok  teacher: just match up the letters and numbers and show me ok? take a couple of minutes and if you aren't sure no problem: 1. change 2. personality (in general) 3. be born 4. predetermined 5. get from (e.g. parents) 6. give to (e.g. children) 7. characteristic (e.g. one particular example) 8. things that are the same 9. to be born with a. pass on b. fixed c. alter d. similarities e. innate f. birth g. character h. inherit i. quality is that clear?    teacher: match the letters and numbers and show me, please. take a few minutes. if you're unsure, it's okay. here are the options: 1. change 2. personality (in general) 3. be born 4. predetermined 5. get from (e.g. parents) 6. give to (e.g. children) 7. characteristic (e.g. one particular example) 8. things that are the same 9. to be born with a. pass on b. fixed c. alter d. similarities e. innate f. birth g. character h. inherit i. quality do you understand?",ok,just match up the letters and numbers and show me ok? take a couple of minutes and if you aren't sure no problem 1. change 2. personality (in general) 3. be born 4. predetermined 5. get from (e.g. parents) 6. give to (e.g. children) 7. characteristic (e.g. one particular example) 8. things that are the same 9. to be born with a. pass on b. fixed c. alter d. similarities e. innate f. birth g. character h. inherit i. quality is that clear?,0,1,83,0.501885149,1.333333333,2,3,2,2,0,2,3,1,3
1988,58398,92,"student: ok  teacher: not so much in case of 'plants or bugs' because there is an 'or' but generally. do you go to school? yes. are you a student? yes you get the idea when we change these questions into reported speech, we need to use 'if' or 'whether'    teacher: when changing questions into reported speech, use 'if' or 'whether'.",ok,"not so much in case of 'plants or bugs' because there is an 'or' but generally. do you go to school? yes. are you a ? yes you get the idea when we change these questions into reported speech, we need to use 'if' or 'whether'",0,1,46,0.342999433,2.333333333,2,3,3,3,0,2,3,1,2
1989,53400,27,"student: ok  teacher: ok so the topic is 'work' and question: is job satisfaction more important than salary when choosing a job?'    teacher: alright, let's dive into the topic of 'work'. our question for today is: does job satisfaction outweigh salary when it comes to choosing a job?",ok,ok so the topic is 'work' and question is job satisfaction more important than salary when choosing a job?',1,1,19,1,2,3,3,4,3,3,3,3,4,3
1990,22534,125,"student: ok  teacher: ok, your turn to ask a question :) <student>, are you there?",ok,"ok, your turn to ask a question ) <>, are you there?",0,1,12,1,1,2,3,3,4,0,1,3,0,3
1991,64611,180,student: ok  teacher: ok? and you can actually use present perfect in the first part of the sentence    teacher: the use of present perfect in the first part of the sentence is acceptable.,ok,ok? and you can actually use present perfect in the first part of the sentence,0,1,15,1,1.333333333,2,3,3,3,2,1,1,3,3
1992,22508,125,student: ok  teacher: or just 'do a coding course' are you still doing your coding course?,ok,or just 'do a coding course' are you still doing your coding course?,0,1,13,0.180737785,1.666666667,2,3,3,2,0,2,3,3,3
1993,36477,199,student: ok  teacher: quaint is unusual and maybe old-fashioned,ok,quaint is unusual and maybe old-fashioned,0,1,6,0.05310686,1.333333333,2,3,2,4,3,2,3,2,2
1994,53976,54,"student: ok  teacher: so <student> can you give me sentence from the following keywords please?! : thames/london ? (you know what this is right?) for example is i gave you these keywords : heathrow/london you could say: heathrow is an airport in london. ... ok? so..thames/london...give me a sentence if oyu can    teacher: so, um, <student>, could you possibly provide me with a sentence using these, uh, keywords: thames and london? i mean, you do know what these are, right? just to give you an example, if i were to give you the keywords heathrow and london, you could say something like: ""heathrow is an airport in london."" do you, uh, understand? so, um, thames and london... if you can, uh, give me a sentence.",ok,so <> can you give me sentence from the following keywords please?!  thames/london ? (you know what this is right?) for example is i gave you these keywords  heathrow/london you could say heathrow is an airport in london. ... ok? so..thames/london...give me a sentence if oyu can,0,1,47,0.41022002,1.333333333,2,3,2,3,1,3,3,0,2
1995,67089,52,"student: ok  teacher: so i can say about myself for example: 1. i saw the first lord of the rings film when i was living in spain. 2. yesterday i was driving to the supermarket when i saw a police car stop someone in their car. 3. i was going to school when i realized my phone was at home. etc etc ...can you think of a couple of examples (true if possible - but they don't have to be interesting!) for yourself?)    teacher: so <student> let's practice a bit more with the past continuous. here are a few examples for you to consider 1. i saw the first lord of the rings film when i was living in spain. 2. yesterday, i was driving to the supermarket when i saw a police car stop someone in their car. 3. i was going to school when i realized my phone was at home. can you think of a couple of examples for yourself? they don't have to be interesting, just true.",ok,so i can say about myself for example 1. i saw the first lord of the rings film when i was living in spain. 2. yesterday i was driving to the supermarket when i saw a police car stop someone in their car. 3. i was going to school when i realized my phone was at home. etc etc ...can you think of a couple of examples (true if possible - but they don't have to be interesting!) for yourself?),0,1,80,0.41022002,1.333333333,1,3,4,3,0,1,3,0,3
1996,38312,37,student: ok  teacher: so if we make 2 basic correct sentences we could get: coal was by far the most significant (better than 'popular' here because people aren't actually choosing it like coca cola you see?) fuel. it produced 130 out of 170 units. ok?,ok,so if we make 2 basic correct sentences we could get coal was by far the most significant (better than 'popular' here because people aren't actually choosing it like coca cola you see?) fuel. it produced 130 out of 170 units. ok?,0,1,42,0.41022002,2.666666667,2,3,2,4,3,3,3,3,3
1997,38293,37,student: ok  teacher: so in fact <student> fractions (half/third/quarter etc) are good to use for variety in language ok? so for example ...52% = just _____ half?,ok,so in fact <> fractions (half/third/quarter etc) are good to use for variety in language ok? so for example ...52% = just _____ half?,0,1,24,0.41022002,2.333333333,2,3,3,4,1,2,3,2,3
1998,63036,20,"student: ok  teacher: so the 50 units refers to electricity...so where does this number phrase go? far away from the noun electricity?    teacher: usually, you will only need the past simple tense, which is just one word. the past perfect tense may be used in certain circumstances, but it is not necessary here. the number phrase ""50 units"" refers to electricity, so it should be placed close to the noun.",ok,so the 50 units refers to electricity...so where does this number phrase go? far away from the noun electricity?,0,1,19,0.41022002,2.666666667,2,3,3,3,2,2,3,0,3
1999,38306,37,student: ok  teacher: so yes fine - good to get that little structure 'out of' correct ! or ... e.g. coal accounted for 130 out of 170 units of electricity or e.g. coal generated 130 out of 170 units,ok,so yes fine - good to get that little structure 'out of' correct ! or ... e.g. coal accounted for 130 out of 170 units of electricity or e.g. coal generated 130 out of 170 units,0,1,36,0.41022002,2,2,3,2,3,3,3,3,1,2
2000,36020,152,student: ok  teacher: so you know what to do with ' our teachers as much experienced as students needs oriented' :),ok,so you know what to do with ' our s as much experienced as s needs oriented' ),0,1,18,0.41022002,1.666666667,3,3,2,3,3,1,2,2,1
2001,64424,201,student: ok  teacher: sophie and i (know) each other since we were at school together.    teacher: i will send you some sentences with gaps. please make the present perfect form.,ok,sophie and i (know) each other since we were at school together.,0,1,12,0.061536297,2.666666667,2,3,4,4,2,1,4,4,3
2002,22533,125,"student: ok  teacher: the latest test i had to do' is the subject was' is the verb you don't need another subject there, right?",ok,"the latest test i had to do' is the subject was' is the verb you don't need another subject there, right?",0,1,21,0.152704501,1.333333333,2,3,2,4,0,1,3,0,2
2003,54070,83,"student: ok  teacher: vacation staycation a holiday when you stay at home!    teacher: so, there's this thing called a staycation. it's when you decide to have a vacation by staying at home instead of going somewhere else. it's like having a holiday, but without actually going anywhere.",ok,vacation staycation a holiday when you stay at home!,0,1,9,0.187985155,2,2,3,2,3,0,2,3,3,3
2004,63026,20,"student: ok  teacher: well do i need to resend it then? i guess not! just use the one you have later ok?    teacher: well, i suppose there is no need for me to resend it then. just utilize the one you currently possess at a later time, alright?",ok,well do i need to resend it then? i guess not! just use the one you have later ok?,0,1,19,0.324410851,2.666666667,2,3,1,1,3,3,2,1,1
2005,63110,126,"student: ok  teacher: well, i think they were afraid, but they knew they had to do it anyway actually, to dig for coal = to mine coal    teacher: actually, to dig for coal is equivalent to mining coal.",ok,"well, i think they were afraid, but they knew they had to do it anyway actually, to dig for coal = to mine coal",0,1,24,0.324410851,2.666666667,2,3,2,2,0,3,3,2,2
2006,63060,20,student: ok  teacher: your noun 'production' is a good word - we'll come back to that next tkme ok? time    teacher: your noun 'production' is a suitable word. we will revisit it in our next session.,ok,your noun 'production' is a good word - we'll come back to that next tkme ok? time,0,1,17,0.401654364,1.666666667,2,3,3,3,0,2,2,2,2
2007,38855,177,"student: ok )  teacher: for example, i look out of the window in the morning and see that the street is wet ah! it must have rained at night or the street is dry it can't have rained at night!",ok ),"for example, i look out of the window in the morning and see that the street is wet ah! it must have rained at night or the street is dry it can't have rained at night!",0,2,36,0.177322396,1.666666667,2,3,3,3,0,2,3,2,3
2008,36028,152,"student: ok )  teacher: i have as much milk as yogurt milk and yogurt are uncountable nounds, so they work with much he has as much money as i do but! teacher x has as many students as teacher y. because students are countable",ok ),"i have as much milk as yogurt milk and yogurt are uncountable nounds, so they work with much he has as much money as i do but!  x has as many s as  y. because s are countable",0,2,38,0.586866112,3.333333333,2,3,2,3,0,2,3,3,4
2009,36510,199,"student: ok )  teacher: ok, lovely",ok ),"ok, lovely",0,2,2,1,1.666666667,2,3,4,4,2,3,2,1,1
2010,47165,205,"student: ok ) anna's hair are red and elsa's hair are blond i'm not sure  teacher: yes, that's a very typical russian thing. hair is singular in english! like in ukrainian",ok ) anna's hair are red and elsa's hair are blond i'm not sure,"yes, that's a very typical russian thing. hair is singular in english! like in ukrainian",1,14,15,0.547708692,2,2,3,4,2,4,2,3,4,2
2011,64527,117,"student: ok ) i need to right an answer write  teacher: yes, please. you can post one sentence at a time if you want)    teacher: i received an email from someone asking about ukrainian classes with our school. they are from berlin and will be working in kyiv for a month in december. they are worried because they don't speak ukrainian. they want to know if our school can help them. thanks, <teacher>",ok ) i need to right an answer write,"yes, please. you can post one sentence at a time if you want)",0,9,13,0.547708692,1.666666667,3,3,2,2,1,3,3,0,3
2012,36581,214,"student: ok ) i will thank you!  teacher: oh, you know what, i'll send you the link in messenger, that'll be easier. ok, cool! and we can talk about it on friday! hope you enjoy it :)",ok ) i will thank you!,"oh, you know what, i'll send you the link in messenger, that'll be easier. ok, cool! and we can talk about it on friday! hope you enjoy it )",1,6,29,0.523207471,2.333333333,2,3,4,3,2,3,4,2,2
2013,36566,214,student: ok ) i'm ready )  teacher: ok! do you know 'fiction'? and 'fictional'?,ok ) i'm ready ),ok! do you know 'fiction'? and 'fictional'?,0,5,7,1,1.333333333,3,3,2,2,0,2,3,1,3
2014,35974,152,student: ok ) i've just told to <student's friend> and <student's friend1> that i'm very disappointed )  teacher: oh no! why is that?,ok ) i've just told to <'s friend> and <'s friend1> that i'm very disappointed ),oh no! why is that?,0,16,5,0.523207471,2,2,3,3,4,0,0,3,2,3
2015,65995,143,"student: ok ) thank you ) salad cream i've google it ) just a question/ is it tasty? )  teacher: here's jamie on how to decorate a cake with chocolate shavings haha, good question! i don't think so! i like mayonnaise sometimes, or just olive oil and lemon juice as salad dressing    teacher: here is a video of jamie showing how to decorate a cake with chocolate shavings. i don't think so. i sometimes enjoy mayonnaise or simply olive oil and lemon juice as salad dressing.",ok ) thank you ) salad cream i've google it ) just a question/ is it tasty? ),"here's jamie on how to decorate a cake with chocolate shavings haha, good question! i don't think so! i like mayonnaise sometimes, or just olive oil and lemon juice as salad dressing",1,18,32,0.14106769,3.333333333,2,3,1,1,0,1,2,1,3
2016,36335,212,"student: ok ) what the downsides of lockdown? sorry )) but i feel you need to complain )  teacher: haha, ok! not being able to have a proper haircut! i love going to hairdresser's, just sitting their waiting for my turn, browsing through some magazines",ok ) what the downsides of lockdown? sorry )) but i feel you need to complain ),"haha, ok! not being able to have a proper haircut! i love going to hairdresser's, just sitting their waiting for my turn, browsing through some magazines",1,17,26,0.098051089,2.333333333,3,3,3,3,3,3,3,3,4
2017,36539,214,"student: ok ) yes i remember about the queen's veto  teacher: well, it turns out, the queen has much more power than we ever knew! apparently, she looks at bills before they go to the parliament and she has changed / thrown away some of them, especially the ones that are not good for her. for example, if a bill means people will find out about how rich she is or there is a danger that she will lose some of her land / powers she vetoes some bills before they even get to the parliament!",ok ) yes i remember about the queen's veto,"well, it turns out, the queen has much more power than we ever knew! apparently, she looks at bills before they go to the parliament and she has changed / thrown away some of them, especially the ones that are not good for her. for example, if a bill means people will find out about how rich she is or there is a danger that she will lose some of her land / powers she vetoes some bills before they even get to the parliament!",1,9,85,0.324410851,2.666666667,2,4,4,4,0,1,4,3,4
2018,64607,180,"student: ok ))  teacher: another one product': another actually means 'one other', so you don't need the word 'one'    teacher: the term 'another' inherently implies 'one other', therefore the usage of the word 'one' is unnecessary.",ok )),"another one product' another actually means 'one other', so you don't need the word 'one'",0,2,15,0.194113482,2,2,3,3,3,0,3,4,2,2
2019,39579,163,"student: ok ))  teacher: anyway, i've got to let you go! i'll send you the homework))",ok )),"anyway, i've got to let you go! i'll send you the homework))",0,2,12,0.573157465,2.333333333,2,3,2,2,1,1,2,2,1
2020,64590,180,student: ok )) i will do ))  teacher: perfect! :)),ok )) i will do )),perfect! )),1,6,2,0.339863436,2,2,3,3,3,2,3,2,2,1
2021,36367,249,"student: ok .  teacher: and then things that i can't classify :. make a promise, make an apology, make a complaint make progress, make a change, make a mistake make a phone call, make a plan, make a mess make friends, make love, make an excuse",ok .,"and then things that i can't classify . make a promise, make an apology, make a complaint make progress, make a change, make a mistake make a phone call, make a plan, make a mess make friends, make love, make an excuse",1,2,42,0.186443828,1.666666667,2,3,3,3,0,0,4,0,2
2022,36364,249,"student: ok . make popcorn.  teacher: exactly! that's why the machines are called, for example, a waffle-maker / a popcorn-maker",ok . make popcorn.,"exactly! that's why the machines are called, for example, a waffle-maker / a popcorn-maker",0,4,14,0.440742478,1.666666667,2,3,2,4,0,1,4,2,3
2023,64570,180,"student: ok and the joke the snow should be removed by that one who has put it sorry  teacher: haha, wow, did he really say this?    teacher: did he actually make that statement?",ok and the joke the snow should be removed by that one who has put it sorry,"haha, wow, did he really say this?",0,17,7,0.098051089,2.333333333,2,3,3,3,2,0,3,1,3
2024,39541,163,"student: ok and what about brodsky for example same story  teacher: but i didn't think about that before! yes, brodsky too! despite the fact that russia put him in prison and then sent him out of the country",ok and what about brodsky for example same story,"but i didn't think about that before! yes, brodsky too! despite the fact that russia put him in prison and then sent him out of the country",1,9,27,0.347691488,3.333333333,2,3,3,2,4,2,3,2,4
2025,38290,37,student: ok coal accounted for 25% of electricity in france in 1980 coal made up for 25% of electricity in france in 1980.  teacher: yes thanks <student> that's great language well done ....be careful with the proportion though! check the units ok? is it really 25%?,ok coal accounted for 25% of electricity in france in 1980 coal made up for 25% of electricity in france in 1980.,yes thanks <> that's great language well done ....be careful with the proportion though! check the units ok? is it really 25%?,0,22,22,0.547708692,1.333333333,2,3,4,3,0,3,3,3,2
2026,38791,168,"student: ok got it i'll try i'll send it to your emal email  teacher: i have decided to take part in ... i have seen the invitation to share... in your magazine something like that, to start with",ok got it i'll try i'll send it to your emal email,"i have decided to take part in ... i have seen the invitation to share... in your magazine something like that, to start with",1,12,24,0.586866112,1.333333333,2,3,4,2,3,3,2,0,2
2027,38316,37,"student: ok hanks thanks  teacher: ok <student> before we finish this hour let me ask you one final question....can you tell me about nuclear power in france in 1980 and 2000. so you could try it like this: 'in 1980, nuclear power.....however, in 2000....' ok?!",ok hanks thanks,"ok <> before we finish this hour let me ask you one final question....can you tell me about nuclear power in france in 1980 and 2000. so you could try it like this 'in 1980, nuclear power.....however, in 2000....' ok?!",1,3,40,1,2,2,3,3,4,3,3,4,3,3
2028,38823,177,"student: ok he must be  teacher: yes, absolutely! he is only 50! i'm sure he is not retired yet. ---- he ___ ___ retired yet",ok he must be,"yes, absolutely! he is only 50! i'm sure he is not retired yet. ---- he ___ ___ retired yet",1,4,19,0.547708692,1,3,3,2,3,3,1,3,3,2
2029,58959,36,"student: ok i didn't know we need auxiliary in affirmative sentences  teacher: one last example: he only realised later that ... = only later did her realise that... yes not normally - but inversion is a special case    teacher: here's another example: he realized later that ... = later, he realized that... inversion is an exception and doesn't usually happen.",ok i didn't know we need auxiliary in affirmative sentences,one last example he only realised later that ... = only later did her realise that... yes not normally - but inversion is a special case,0,10,26,0.226119349,2.333333333,3,3,2,,0,1,3,0,3
2030,36332,212,"student: ok i think we didn't throw away lots of stuff  teacher: ok, can you try to use another one of our words to answer? for example, yes, we got rid of some old clothes, that's an upside to moving to a new place! or something like that",ok i think we didn't throw away lots of stuff,"ok, can you try to use another one of our words to answer? for example, yes, we got rid of some old clothes, that's an upside to moving to a new place! or something like that",1,10,36,1,2.333333333,2,3,3,4,0,1,3,2,3
2031,66015,143,"student: ok i've been not surprised i've not been surprised  teacher: yes, good correction    teacher: yes, that is a good correction.",ok i've been not surprised i've not been surprised,"yes, good correction",0,9,3,0.547708692,2.666666667,2,3,3,3,0,3,3,2,2
